from	to
1562923_at	ENSG00000257747
1562589_at	ENSG00000230523
236485_at	ENSG00000219665
1561577_at	ENSG00000232058
1562719_at	ENSG00000230768
1564909_at	ENSG00000237208
1568919_at	ENSG00000225564
1560625_s_at	ENSG00000225062
1560958_s_at	ENSG00000223786
238085_at	ENSG00000242686
1569963_at	ENSG00000226706
1561443_at	ENSG00000254811
1557758_at	ENSG00000254811
1562116_at	ENSG00000228135
1561210_at	ENSG00000249584
1559725_at	ENSG00000227467
243425_at	ENSG00000270159
1570234_at	ENSG00000258977
1561625_at	ENSG00000228697
237055_at	ENSG00000268095
240561_at	ENSG00000232160
1562044_at	ENSG00000246211
1562352_at	ENSG00000013297
1562353_x_at	ENSG00000013297
1560282_at	ENSG00000249106
1569838_at	ENSG00000246394
232227_at	ENSG00000228401
1557511_at	ENSG00000260026
1561450_at	ENSG00000261184
1562491_at	ENSG00000250954
1560957_at	ENSG00000230021
1563101_at	ENSG00000245311
1562630_at	ENSG00000248529
1556917_a_at	ENSG00000248529
1556916_a_at	ENSG00000248529
1561360_at	ENSG00000237468
229364_at	ENSG00000203739
237754_at	ENSG00000261697
1560241_at	ENSG00000261697
1561091_at	ENSG00000228308
1557779_at	ENSG00000231131
1562038_at	ENSG00000259293
1569780_at	ENSG00000236795
238031_at	ENSG00000260219
1560812_at	ENSG00000261095
241394_at	ENSG00000267123
229608_at	ENSG00000197852
220476_s_at	ENSG00000197852
241809_at	ENSG00000197852
229382_at	ENSG00000197852
1560827_at	ENSG00000245975
238139_at	ENSG00000260063
241668_s_at	ENSG00000260063
238094_at	ENSG00000260063
242638_at	ENSG00000258274
1562190_at	ENSG00000229102
1569816_at	ENSG00000236461
1555085_at	ENSG00000224718
1562157_at	ENSG00000224995
1570224_at	ENSG00000224017
1569807_at	ENSG00000236720
240163_at	ENSG00000245534
1562682_at	ENSG00000245534
240708_at	ENSG00000244302
1562982_at	ENSG00000238284
1570206_at	ENSG00000233569
1560791_at	ENSG00000245928
234219_at	ENSG00000234155
1561592_at	ENSG00000254968
1569954_at	ENSG00000233968
1557147_a_at	ENSG00000255100
1569961_at	ENSG00000267709
1560576_at	ENSG00000267147
1570080_at	ENSG00000235527
1570082_x_at	ENSG00000235527
1562699_at	ENSG00000247416
1561062_a_at	ENSG00000259530
1570262_at	ENSG00000248505
1558402_at	ENSG00000249201
1559321_at	ENSG00000249364
1561469_at	ENSG00000251323
237621_at	ENSG00000228740
1557631_at	ENSG00000250754
233486_at	ENSG00000222001
233326_at	ENSG00000145075
1562786_at	ENSG00000267522
1563086_at	ENSG00000255314
1556272_a_at	ENSG00000255084
1556271_at	ENSG00000255084
1568722_at	ENSG00000259163
231589_at	ENSG00000283697
1569537_at	ENSG00000234056
1562984_at	ENSG00000258039
1569753_at	ENSG00000256195
240986_at	ENSG00000256746
235607_at	ENSG00000272677
1561045_a_at	ENSG00000237292
1561044_at	ENSG00000237292
1563165_at	ENSG00000250546
1560257_at	ENSG00000259351
1557022_at	ENSG00000245832
1561516_at	ENSG00000228127
1564300_at	ENSG00000235455
1562885_at	ENSG00000258499
1563287_at	ENSG00000251210
1561262_at	ENSG00000231422
240944_at	ENSG00000256232
240817_at	ENSG00000250417
240578_at	ENSG00000280809
1559344_at	ENSG00000250062
1563771_a_at	ENSG00000226304
1570405_at	ENSG00000245719
1562811_at	ENSG00000249326
1560565_at	ENSG00000249343
1557848_at	ENSG00000257762
231350_at	ENSG00000228309
243728_at	ENSG00000249713
233190_at	ENSG00000257859
1569779_at	ENSG00000230174
1569782_at	ENSG00000228392
1561454_at	ENSG00000250819
1559252_a_at	ENSG00000275491
1554290_at	ENSG00000138641
206183_s_at	ENSG00000138641
1570127_at	ENSG00000261615
235772_at	ENSG00000221817
238522_at	ENSG00000221817
1562474_at	ENSG00000231365
1561553_at	ENSG00000231365
216665_s_at	ENSG00000235059
216664_at	ENSG00000235059
1557787_at	ENSG00000249521
234831_at	ENSG00000261558
1562078_at	ENSG00000254334
1561732_at	ENSG00000235643
1570268_at	ENSG00000246541
238113_at	ENSG00000227258
1561741_at	ENSG00000260088
1557334_a_at	ENSG00000278719
1562864_at	ENSG00000225437
1564685_a_at	ENSG00000225437
214982_at	ENSG00000265298
200058_s_at	ENSG00000265298
217114_at	ENSG00000265298
1563007_at	ENSG00000246084
229444_at	ENSG00000272288
1562463_at	ENSG00000236049
1560298_at	ENSG00000250668
1563127_at	ENSG00000228888
1563993_at	ENSG00000253608
1563274_at	ENSG00000254839
1562760_at	ENSG00000261249
1562847_at	ENSG00000233365
231620_at	ENSG00000253643
1569763_at	ENSG00000236467
241369_at	ENSG00000241158
233928_at	ENSG00000241158
233527_at	ENSG00000250073
237738_at	ENSG00000253551
1569681_at	ENSG00000226383
1561607_at	ENSG00000256577
1556436_at	ENSG00000246339
1562869_at	ENSG00000233399
1562653_at	ENSG00000232900
233522_at	ENSG00000248309
231602_at	ENSG00000236024
1563005_at	ENSG00000230550
1569100_a_at	ENSG00000253490
1569099_at	ENSG00000253490
1563078_at	ENSG00000229720
238290_at	ENSG00000233246
1562520_at	ENSG00000255087
1561619_at	ENSG00000259281
220602_s_at	ENSG00000229212
1561678_at	ENSG00000233048
1561102_at	ENSG00000253871
1554225_a_at	ENSG00000273409
1554224_at	ENSG00000273409
1561141_at	ENSG00000261039
1562597_at	ENSG00000248150
1568899_at	ENSG00000265692
1562870_at	ENSG00000254588
237339_at	ENSG00000235687
1560246_at	ENSG00000246214
1561459_at	ENSG00000233993
1568844_at	ENSG00000253281
241126_at	ENSG00000251175
1564337_at	ENSG00000245008
1559538_at	ENSG00000255474
1560563_at	ENSG00000263063
1563070_at	ENSG00000281097
237608_at	ENSG00000237750
235445_at	ENSG00000276888
1560836_at	ENSG00000236306
1563300_at	ENSG00000256115
1562455_at	ENSG00000259175
1569698_s_at	ENSG00000232712
1560673_at	ENSG00000232712
240490_at	ENSG00000229444
1557018_a_at	ENSG00000273125
1557017_at	ENSG00000273125
1563174_at	ENSG00000260720
236198_at	ENSG00000271856
1569738_at	ENSG00000232100
1568938_at	ENSG00000224863
1561237_at	ENSG00000273523
1561688_at	ENSG00000224504
1560862_at	ENSG00000230962
1559497_at	ENSG00000259518
228037_at	ENSG00000265666
1569786_at	ENSG00000240893
234234_at	ENSG00000237686
231412_at	ENSG00000251136
1563913_at	ENSG00000243795
234573_at	ENSG00000258471
243251_at	ENSG00000254363
222278_at	ENSG00000262179
1568851_at	ENSG00000238078
1568852_x_at	ENSG00000238078
1560495_at	ENSG00000281731
1560716_at	ENSG00000248461
1558819_at	ENSG00000246528
242666_at	ENSG00000228839
1569833_at	ENSG00000245479
231743_at	ENSG00000108379
229103_at	ENSG00000108379
221455_s_at	ENSG00000108379
201104_x_at	ENSG00000272150
227067_x_at	ENSG00000273136
217753_s_at	ENSG00000197728
231378_at	ENSG00000253408
237685_at	ENSG00000237524
210123_s_at	ENSG00000175344
241901_at	ENSG00000259408
235459_at	ENSG00000181852
201961_s_at	ENSG00000181852
201962_s_at	ENSG00000181852
241904_at	ENSG00000213904
237154_at	ENSG00000227591
227351_at	ENSG00000175267
227351_at	ENSG00000283835
230721_at	ENSG00000175267
230721_at	ENSG00000283835
230296_at	ENSG00000175267
230296_at	ENSG00000283835
225545_at	ENSG00000284161
225546_at	ENSG00000284161
240305_at	ENSG00000225140
223283_s_at	ENSG00000179981
223282_at	ENSG00000179981
207396_s_at	ENSG00000214160
237540_at	ENSG00000259142
213320_at	ENSG00000185238
200988_s_at	ENSG00000131467
209853_s_at	ENSG00000131467
209852_x_at	ENSG00000131467
200987_x_at	ENSG00000131467
1561555_at	ENSG00000203601
215731_s_at	ENSG00000051825
237158_s_at	ENSG00000051825
206205_at	ENSG00000051825
1558369_at	ENSG00000051825
212885_at	ENSG00000124383
202603_at	ENSG00000137845
202604_x_at	ENSG00000137845
214895_s_at	ENSG00000137845
204247_s_at	ENSG00000164885
1554906_a_at	ENSG00000135698
203740_at	ENSG00000135698
205851_at	ENSG00000172113
206463_s_at	ENSG00000100867
214079_at	ENSG00000100867
210815_s_at	ENSG00000064989
234996_at	ENSG00000064989
206331_at	ENSG00000064989
202397_at	ENSG00000102898
228379_at	ENSG00000102898
203780_at	ENSG00000149573
203779_s_at	ENSG00000149573
230518_at	ENSG00000149573
229943_at	ENSG00000204977
1569142_at	ENSG00000204977
240288_at	ENSG00000204977
203659_s_at	ENSG00000204977
230192_at	ENSG00000204977
240278_at	ENSG00000281358
239173_at	ENSG00000132849
214493_s_at	ENSG00000132849
214705_at	ENSG00000132849
223681_s_at	ENSG00000132849
232041_at	ENSG00000132849
240570_at	ENSG00000132849
1562238_at	ENSG00000132952
204190_at	ENSG00000132952
212130_x_at	ENSG00000173812
217672_x_at	ENSG00000173812
212225_at	ENSG00000173812
228967_at	ENSG00000173812
212227_x_at	ENSG00000173812
202021_x_at	ENSG00000173812
211956_s_at	ENSG00000173812
235287_at	ENSG00000105810
207143_at	ENSG00000105810
224848_at	ENSG00000105810
224847_at	ENSG00000105810
231198_at	ENSG00000105810
243000_at	ENSG00000105810
224851_at	ENSG00000105810
204071_s_at	ENSG00000197579
213819_s_at	ENSG00000206379
213819_s_at	ENSG00000224740
213819_s_at	ENSG00000230143
213819_s_at	ENSG00000236271
213819_s_at	ENSG00000137312
213819_s_at	ENSG00000223654
213819_s_at	ENSG00000232280
213819_s_at	ENSG00000206480
208749_x_at	ENSG00000206379
208749_x_at	ENSG00000224740
208749_x_at	ENSG00000230143
208749_x_at	ENSG00000236271
208749_x_at	ENSG00000137312
208749_x_at	ENSG00000223654
208749_x_at	ENSG00000232280
208749_x_at	ENSG00000206480
210142_x_at	ENSG00000206379
210142_x_at	ENSG00000224740
210142_x_at	ENSG00000230143
210142_x_at	ENSG00000236271
210142_x_at	ENSG00000137312
210142_x_at	ENSG00000223654
210142_x_at	ENSG00000232280
210142_x_at	ENSG00000206480
208748_s_at	ENSG00000206379
208748_s_at	ENSG00000224740
208748_s_at	ENSG00000230143
208748_s_at	ENSG00000236271
208748_s_at	ENSG00000137312
208748_s_at	ENSG00000223654
208748_s_at	ENSG00000232280
208748_s_at	ENSG00000206480
201584_s_at	ENSG00000123136
212296_at	ENSG00000115233
208528_x_at	ENSG00000165584
211731_x_at	ENSG00000165584
207666_x_at	ENSG00000165584
215881_x_at	ENSG00000165584
211670_x_at	ENSG00000165584
213825_at	ENSG00000205927
213824_at	ENSG00000205927
202168_at	ENSG00000085231
202168_at	ENSG00000279247
203893_at	ENSG00000085231
203893_at	ENSG00000279247
206007_at	ENSG00000116690
201904_s_at	ENSG00000144677
201905_s_at	ENSG00000144677
214187_x_at	ENSG00000144677
213597_s_at	ENSG00000144677
201906_s_at	ENSG00000144677
206423_at	ENSG00000171819
210288_at	ENSG00000139187
211297_s_at	ENSG00000277273
211297_s_at	ENSG00000134058
216860_s_at	ENSG00000135414
226234_at	ENSG00000135414
217498_at	ENSG00000135414
226232_at	ENSG00000135414
216854_at	ENSG00000135414
239818_x_at	ENSG00000173334
202241_at	ENSG00000173334
235641_at	ENSG00000173334
205929_at	ENSG00000143167
216788_at	ENSG00000180855
216780_at	ENSG00000180855
205928_at	ENSG00000180855
1555120_at	ENSG00000153283
206761_at	ENSG00000153283
202122_s_at	ENSG00000105355
209215_at	ENSG00000109736
212800_at	ENSG00000135823
244041_at	ENSG00000135823
212799_at	ENSG00000135823
1552618_at	ENSG00000135823
214441_at	ENSG00000135823
221637_s_at	ENSG00000278615
209746_s_at	ENSG00000167186
209745_at	ENSG00000167186
210820_x_at	ENSG00000167186
1553992_s_at	ENSG00000198496
207631_at	ENSG00000198496
203498_at	ENSG00000172348
204885_s_at	ENSG00000102854
210822_at	ENSG00000010626
206076_at	ENSG00000010626
217609_at	ENSG00000010626
205381_at	ENSG00000128606
232924_at	ENSG00000128606
214368_at	ENSG00000068831
208206_s_at	ENSG00000068831
214369_s_at	ENSG00000068831
214367_at	ENSG00000068831
232004_at	ENSG00000282958
232004_at	ENSG00000125944
208765_s_at	ENSG00000282958
208765_s_at	ENSG00000125944
208766_s_at	ENSG00000282958
208766_s_at	ENSG00000125944
202433_at	ENSG00000121073
224748_at	ENSG00000136485
221744_at	ENSG00000136485
236134_at	ENSG00000136485
224730_at	ENSG00000136485
221745_at	ENSG00000136485
233782_at	ENSG00000136485
209592_s_at	ENSG00000136485
202398_at	ENSG00000157823
202399_s_at	ENSG00000157823
213215_at	ENSG00000157823
1553113_s_at	ENSG00000132964
204831_at	ENSG00000132964
1553112_s_at	ENSG00000132964
243821_at	ENSG00000102738
212603_at	ENSG00000102738
212604_at	ENSG00000102738
238560_at	ENSG00000136436
1560631_at	ENSG00000136436
210817_s_at	ENSG00000136436
235076_at	ENSG00000136436
223823_at	ENSG00000197584
221097_s_at	ENSG00000197584
220773_s_at	ENSG00000171723
234941_s_at	ENSG00000171723
223319_at	ENSG00000171723
203150_at	ENSG00000136933
1558021_at	ENSG00000136933
203342_at	ENSG00000126768
1559909_a_at	ENSG00000126768
207097_s_at	ENSG00000112337
212700_x_at	ENSG00000278581
209475_at	ENSG00000284360
244028_at	ENSG00000284360
231990_at	ENSG00000284360
210681_s_at	ENSG00000284360
217730_at	ENSG00000284173
233625_x_at	ENSG00000283712
217994_x_at	ENSG00000283712
233563_s_at	ENSG00000283712
218810_at	ENSG00000283724
201323_at	ENSG00000284410
221647_s_at	ENSG00000283920
228089_x_at	ENSG00000284535
225090_at	ENSG00000284489
211042_x_at	ENSG00000284148
211340_s_at	ENSG00000284148
209086_x_at	ENSG00000284148
210869_s_at	ENSG00000284148
213671_s_at	ENSG00000284152
201475_x_at	ENSG00000284152
213672_at	ENSG00000284152
217691_x_at	ENSG00000284574
202855_s_at	ENSG00000284574
202856_s_at	ENSG00000284574
225058_at	ENSG00000283950
1553993_s_at	ENSG00000284114
213223_at	ENSG00000284029
200003_s_at	ENSG00000284029
221572_s_at	ENSG00000284364
204650_s_at	ENSG00000283717
242048_at	ENSG00000284064
233588_x_at	ENSG00000284064
222019_at	ENSG00000284064
222029_x_at	ENSG00000284064
228231_at	ENSG00000284047
223241_at	ENSG00000284047
203071_at	ENSG00000283848
221189_s_at	ENSG00000283933
242832_at	ENSG00000284117
202861_at	ENSG00000284117
36829_at	ENSG00000284117
244677_at	ENSG00000284117
217846_at	ENSG00000284488
202392_s_at	ENSG00000284082
203857_s_at	ENSG00000284421
229562_at	ENSG00000276712
203190_at	ENSG00000284293
232169_x_at	ENSG00000284293
203189_s_at	ENSG00000284293
201762_s_at	ENSG00000283856
211430_s_at	ENSG00000274172
228518_at	ENSG00000274172
204907_s_at	ENSG00000284258
204908_s_at	ENSG00000284258
212563_at	ENSG00000284054
216397_s_at	ENSG00000284054
226340_x_at	ENSG00000273874
225035_x_at	ENSG00000273874
233929_x_at	ENSG00000273874
219395_at	ENSG00000284259
221214_s_at	ENSG00000284317
231444_at	ENSG00000283394
224855_at	ENSG00000284519
231715_s_at	ENSG00000284519
1558412_at	ENSG00000284081
207524_at	ENSG00000283923
207871_s_at	ENSG00000283923
216019_x_at	ENSG00000284246
212134_at	ENSG00000284246
218028_at	ENSG00000283836
57163_at	ENSG00000283836
224954_at	ENSG00000283772
209980_s_at	ENSG00000283772
218290_at	ENSG00000284129
220954_s_at	ENSG00000284012
225321_s_at	ENSG00000284012
225949_at	ENSG00000284142
201639_s_at	ENSG00000283770
33132_at	ENSG00000283770
233929_x_at	ENSG00000278267
226340_x_at	ENSG00000278267
225035_x_at	ENSG00000278267
214262_at	ENSG00000283821
213043_s_at	ENSG00000283721
221621_at	ENSG00000284250
238242_at	ENSG00000284425
211430_s_at	ENSG00000277030
228518_at	ENSG00000277030
202650_s_at	ENSG00000284595
222210_at	ENSG00000284595
222429_at	ENSG00000284067
207842_s_at	ENSG00000284144
240894_at	ENSG00000261749
203790_s_at	ENSG00000132541
231705_at	ENSG00000132541
209482_at	ENSG00000172336
231683_at	ENSG00000149124
206930_at	ENSG00000149124
222083_at	ENSG00000149124
236023_at	ENSG00000136807
228901_at	ENSG00000136807
203198_at	ENSG00000136807
201224_s_at	ENSG00000133226
201225_s_at	ENSG00000133226
232157_at	ENSG00000168939
212558_at	ENSG00000164056
230212_at	ENSG00000164056
204011_at	ENSG00000136158
242569_at	ENSG00000115145
228254_at	ENSG00000115145
209649_at	ENSG00000115145
208194_s_at	ENSG00000115145
215044_s_at	ENSG00000115145
1561473_at	ENSG00000250156
1557873_at	ENSG00000247199
1560491_at	ENSG00000241956
240610_at	ENSG00000241956
231503_at	ENSG00000241956
208287_at	ENSG00000204625
204740_at	ENSG00000142675
1555039_a_at	ENSG00000125257
243928_s_at	ENSG00000125257
1554918_a_at	ENSG00000125257
203196_at	ENSG00000125257
202284_s_at	ENSG00000124762
214787_at	ENSG00000174485
1554352_s_at	ENSG00000174485
241068_at	ENSG00000140749
241068_at	ENSG00000283934
206420_at	ENSG00000140749
206420_at	ENSG00000283934
209044_x_at	ENSG00000143368
203252_at	ENSG00000167797
210239_at	ENSG00000176842
231810_at	ENSG00000280634
205779_at	ENSG00000131477
204916_at	ENSG00000132329
205326_at	ENSG00000122679
244797_at	ENSG00000229743
202939_at	ENSG00000084073
209112_at	ENSG00000111276
203848_at	ENSG00000105127
203847_s_at	ENSG00000105127
203592_s_at	ENSG00000070404
1570125_at	ENSG00000281189
1563132_at	ENSG00000259471
240101_at	ENSG00000260589
1558645_at	ENSG00000265142
236573_at	ENSG00000265142
217217_at	ENSG00000275063
211636_at	ENSG00000275063
244269_at	ENSG00000249662
1560735_s_at	ENSG00000274792
220445_s_at	ENSG00000268902
235700_at	ENSG00000269586
1567912_s_at	ENSG00000269586
241095_at	ENSG00000237435
235700_at	ENSG00000270946
1567912_s_at	ENSG00000270946
236190_at	ENSG00000261448
1567912_s_at	ENSG00000278085
235700_at	ENSG00000278085
241283_at	ENSG00000258583
229930_at	ENSG00000229891
244270_at	ENSG00000259116
209403_at	ENSG00000278599
209403_at	ENSG00000275153
209403_at	ENSG00000273513
1564149_at	ENSG00000237940
244577_at	ENSG00000227495
238180_at	ENSG00000227053
208184_s_at	ENSG00000280433
209412_at	ENSG00000280433
243494_at	ENSG00000228290
230712_at	ENSG00000271254
215434_x_at	ENSG00000271254
1569519_at	ENSG00000271254
230736_at	ENSG00000224597
228786_at	ENSG00000224597
230737_s_at	ENSG00000224597
236788_at	ENSG00000231964
238742_x_at	ENSG00000261183
216116_at	ENSG00000228350
1561795_at	ENSG00000225535
236842_at	ENSG00000263293
235282_at	ENSG00000264920
1561245_at	ENSG00000253894
214203_s_at	ENSG00000277196
1557262_at	ENSG00000258727
1557263_s_at	ENSG00000258727
209403_at	ENSG00000282144
209403_at	ENSG00000275861
209403_at	ENSG00000274933
1569577_x_at	ENSG00000262185
224706_at	ENSG00000261819
224706_at	ENSG00000278440
212053_at	ENSG00000276709
212053_at	ENSG00000275498
212053_at	ENSG00000179889
232288_at	ENSG00000276709
232288_at	ENSG00000275498
232288_at	ENSG00000179889
214870_x_at	ENSG00000183426
214870_x_at	ENSG00000281994
214570_x_at	ENSG00000161103
227625_s_at	ENSG00000103266
233049_x_at	ENSG00000103266
217934_x_at	ENSG00000103266
232588_at	ENSG00000118007
202293_at	ENSG00000118007
202294_at	ENSG00000118007
201830_s_at	ENSG00000173848
201829_at	ENSG00000173848
202316_x_at	ENSG00000130939
226746_s_at	ENSG00000130939
210685_s_at	ENSG00000130939
202317_s_at	ENSG00000130939
215533_s_at	ENSG00000130939
204400_at	ENSG00000100842
210880_s_at	ENSG00000100842
208165_s_at	ENSG00000112812
213348_at	ENSG00000129757
213348_at	ENSG00000273707
216894_x_at	ENSG00000129757
216894_x_at	ENSG00000273707
213182_x_at	ENSG00000129757
213182_x_at	ENSG00000273707
219534_x_at	ENSG00000129757
219534_x_at	ENSG00000273707
214484_s_at	ENSG00000147955
201692_at	ENSG00000147955
231444_at	ENSG00000236172
225756_at	ENSG00000283900
234943_at	ENSG00000283900
202332_at	ENSG00000283900
207258_at	ENSG00000184029
202710_at	ENSG00000105829
1555495_a_at	ENSG00000153015
223337_at	ENSG00000153015
208741_at	ENSG00000150459
208740_at	ENSG00000150459
208742_s_at	ENSG00000150459
200071_at	ENSG00000119953
203053_at	ENSG00000116752
204336_s_at	ENSG00000171700
207697_x_at	ENSG00000274513
207697_x_at	ENSG00000276146
207697_x_at	ENSG00000131042
207697_x_at	ENSG00000277751
207697_x_at	ENSG00000275463
210146_x_at	ENSG00000274513
210146_x_at	ENSG00000276146
210146_x_at	ENSG00000131042
210146_x_at	ENSG00000277751
210146_x_at	ENSG00000275463
201738_at	ENSG00000114784
237988_at	ENSG00000114784
207039_at	ENSG00000147889
209644_x_at	ENSG00000147889
211156_at	ENSG00000147889
232153_at	ENSG00000072195
1559474_at	ENSG00000072195
205265_s_at	ENSG00000072195
216457_s_at	ENSG00000099995
201357_s_at	ENSG00000099995
227516_at	ENSG00000099995
201356_at	ENSG00000099995
205598_at	ENSG00000183763
209157_at	ENSG00000069345
226994_at	ENSG00000069345
202030_at	ENSG00000103507
207922_s_at	ENSG00000090316
217174_s_at	ENSG00000115266
205320_at	ENSG00000115266
33814_at	ENSG00000130669
215326_at	ENSG00000130669
203154_s_at	ENSG00000130669
212498_at	ENSG00000145495
201736_s_at	ENSG00000145495
201737_s_at	ENSG00000145495
215423_at	ENSG00000145495
215422_at	ENSG00000145495
215512_at	ENSG00000145495
201786_s_at	ENSG00000160710
207530_s_at	ENSG00000147883
236313_at	ENSG00000147883
203163_at	ENSG00000140854
229077_at	ENSG00000140854
203162_s_at	ENSG00000140854
205677_s_at	ENSG00000176124
1554093_a_at	ENSG00000174446
214592_s_at	ENSG00000174446
213203_at	ENSG00000174446
204650_s_at	ENSG00000113108
219540_at	ENSG00000185947
210021_s_at	ENSG00000152669
240006_at	ENSG00000267322
239602_at	ENSG00000255568
1568609_s_at	ENSG00000272419
211792_s_at	ENSG00000123080
204159_at	ENSG00000123080
203635_at	ENSG00000157538
217309_s_at	ENSG00000157538
204158_s_at	ENSG00000110719
224564_s_at	ENSG00000133318
219549_s_at	ENSG00000133318
202020_s_at	ENSG00000115365
202019_s_at	ENSG00000115365
221383_at	ENSG00000171596
230269_at	ENSG00000183778
206947_at	ENSG00000183778
239994_at	ENSG00000183778
207196_s_at	ENSG00000145901
243423_at	ENSG00000145901
219407_s_at	ENSG00000050555
232558_at	ENSG00000050555
213586_at	ENSG00000129355
210240_s_at	ENSG00000129355
1565817_at	ENSG00000185811
216901_s_at	ENSG00000185811
205038_at	ENSG00000185811
220704_at	ENSG00000185811
205039_s_at	ENSG00000185811
227344_at	ENSG00000185811
1565816_at	ENSG00000185811
1565818_s_at	ENSG00000185811
227346_at	ENSG00000185811
207802_at	ENSG00000096006
209516_at	ENSG00000135632
222827_s_at	ENSG00000239474
219106_s_at	ENSG00000239474
205540_s_at	ENSG00000083750
217240_at	ENSG00000101307
206934_at	ENSG00000101307
1554624_a_at	ENSG00000101307
201900_s_at	ENSG00000117448
222504_s_at	ENSG00000131148
227363_s_at	ENSG00000131148
218057_x_at	ENSG00000131148
1562742_at	ENSG00000230817
204807_at	ENSG00000118600
204808_s_at	ENSG00000118600
1555758_a_at	ENSG00000100526
209714_s_at	ENSG00000100526
209797_at	ENSG00000257727
202857_at	ENSG00000257727
1557798_at	ENSG00000257727
209796_s_at	ENSG00000257727
204856_at	ENSG00000179913
207995_s_at	ENSG00000104938
210481_s_at	ENSG00000104938
207446_at	ENSG00000174130
239021_at	ENSG00000174130
232320_at	ENSG00000232586
237739_at	ENSG00000260629
213739_at	ENSG00000260917
224550_s_at	ENSG00000072952
230214_at	ENSG00000072952
226047_at	ENSG00000072952
1559835_at	ENSG00000238113
243824_at	ENSG00000238113
1559213_at	ENSG00000253898
212753_at	ENSG00000185619
238084_at	ENSG00000185619
204564_at	ENSG00000185619
221871_s_at	ENSG00000114354
244614_at	ENSG00000114354
239385_at	ENSG00000114354
217839_at	ENSG00000114354
220548_at	ENSG00000130943
223710_at	ENSG00000006606
222287_at	ENSG00000186439
1552791_a_at	ENSG00000186439
222919_at	ENSG00000186439
1564561_at	ENSG00000227510
213293_s_at	ENSG00000132274
219577_s_at	ENSG00000064687
235335_at	ENSG00000154258
242541_at	ENSG00000154258
239185_at	ENSG00000154258
1565778_at	ENSG00000141338
1565780_at	ENSG00000141338
204719_at	ENSG00000141338
1561297_at	ENSG00000116874
218766_s_at	ENSG00000116874
222734_at	ENSG00000116874
204154_at	ENSG00000129596
243706_at	ENSG00000129596
205129_at	ENSG00000107833
230977_at	ENSG00000158806
210719_s_at	ENSG00000064961
213966_at	ENSG00000064961
209113_s_at	ENSG00000064961
218152_at	ENSG00000140382
226646_at	ENSG00000127528
219371_s_at	ENSG00000127528
216903_s_at	ENSG00000107745
206384_at	ENSG00000006116
244099_at	ENSG00000166862
214495_at	ENSG00000166862
227287_at	ENSG00000164442
207980_s_at	ENSG00000164442
209357_at	ENSG00000164442
244849_at	ENSG00000075213
244163_at	ENSG00000075213
206805_at	ENSG00000075213
211072_x_at	ENSG00000123416
212639_x_at	ENSG00000123416
213646_x_at	ENSG00000123416
211058_x_at	ENSG00000123416
1565668_at	ENSG00000123416
201090_x_at	ENSG00000123416
220788_s_at	ENSG00000285048
220788_s_at	ENSG00000213928
203882_at	ENSG00000285048
203882_at	ENSG00000213928
207276_at	ENSG00000184258
232103_at	ENSG00000162813
1554575_a_at	ENSG00000162813
219391_at	ENSG00000162813
202154_x_at	ENSG00000258947
213476_x_at	ENSG00000258947
212664_at	ENSG00000104833
208977_x_at	ENSG00000188229
213726_x_at	ENSG00000188229
204820_s_at	ENSG00000111801
204821_at	ENSG00000111801
38241_at	ENSG00000111801
1564684_at	ENSG00000124508
205298_s_at	ENSG00000124508
205299_s_at	ENSG00000124508
206546_at	ENSG00000196074
237920_at	ENSG00000196074
206147_x_at	ENSG00000102098
209501_at	ENSG00000140743
219375_at	ENSG00000134255
1561884_at	ENSG00000134255
236327_at	ENSG00000134255
209789_at	ENSG00000103647
201318_s_at	ENSG00000118680
221474_at	ENSG00000118680
221073_s_at	ENSG00000106100
224190_x_at	ENSG00000106100
241959_at	ENSG00000164162
207845_s_at	ENSG00000164162
220811_at	ENSG00000156575
224822_at	ENSG00000164741
224822_at	ENSG00000285265
220511_s_at	ENSG00000164741
220511_s_at	ENSG00000285265
220512_at	ENSG00000164741
220512_at	ENSG00000285265
210762_s_at	ENSG00000164741
210762_s_at	ENSG00000285265
242631_x_at	ENSG00000164741
242631_x_at	ENSG00000285265
213106_at	ENSG00000124406
1569773_at	ENSG00000124406
210192_at	ENSG00000124406
200632_s_at	ENSG00000104419
201058_s_at	ENSG00000101335
244149_at	ENSG00000101335
200651_at	ENSG00000204628
222034_at	ENSG00000204628
234799_at	ENSG00000197381
203865_s_at	ENSG00000197381
207999_s_at	ENSG00000197381
234539_at	ENSG00000197381
209979_at	ENSG00000197381
222063_s_at	ENSG00000163624
205709_s_at	ENSG00000163624
226187_at	ENSG00000163624
226185_at	ENSG00000163624
207621_s_at	ENSG00000133027
203035_s_at	ENSG00000131788
213335_s_at	ENSG00000064225
213355_at	ENSG00000064225
213873_at	ENSG00000064225
210942_s_at	ENSG00000064225
204162_at	ENSG00000080986
208454_s_at	ENSG00000104324
203501_at	ENSG00000104324
1552261_at	ENSG00000101443
1553089_a_at	ENSG00000101443
203892_at	ENSG00000101443
211381_x_at	ENSG00000274405
211381_x_at	ENSG00000164871
1553582_a_at	ENSG00000274405
1553582_a_at	ENSG00000164871
207271_x_at	ENSG00000274405
207271_x_at	ENSG00000164871
1553579_a_at	ENSG00000274405
1553579_a_at	ENSG00000164871
216188_at	ENSG00000233718
207028_at	ENSG00000233718
228589_at	ENSG00000176788
