Gene,S0,S1,S2,S3,S4,S5,S6,S7,S8,S9
ENSG00000186162,0.12964728918352844,0.1400809496133326,0.11853678503782338,0.10992199804191143,0.11170454205292596,0.13875511325448844,0.12863675653349252,0.10924060097432871,0.11775871336000013,0.12730128118619213
ENSG00000186188,0.11305584669137671,0.15095670522724214,0.08383002532623945,0.1314993061422436,0.12250783560706119,0.07798301948458469,0.17984152697700112,0.2145622760431592,0.22223646185580054,0.16227295659065538
ENSG00000186197,0.23453207212991248,0.17566795265145146,0.23146487157912377,0.3330581937199584,0.2015576098126976,0.2735394946856289,0.3638563281113324,0.29533862855997095,0.25770462613460493,0.2325132236993011
ENSG00000186204,0.012239216918210939,0.010135086210837349,0.01686148939221833,0.020248324818361498,0.022597263869657203,0.018390238890085387,0.012351742499598433,0.02007671822317099,0.00828339882007965,0.015095553680362864
ENSG00000186260,0.2751046972057665,0.2807532659075386,0.29923935473852953,0.2536558078076993,0.2620913549105226,0.2759192862989233,0.2759837849161181,0.2971058515536005,0.33765144065545216,0.24982783491274252
ENSG00000186272,0.0403677258009152,0.03141714298230638,0.043983367768633264,0.05652270239792434,0.058506650285595485,0.04439034074503893,0.042939837346560844,0.057444976737520144,0.0387289433847741,0.03825387657939445
ENSG00000186281,0.03407082262851527,0.03729423744195478,0.07759155230340883,0.1218369993085028,0.058902459755353395,0.07283296738044294,0.046377571156893574,0.10206967017641677,0.04253945516283444,0.10654525245101204
ENSG00000186300,0.09337403402710916,0.10200490429890371,0.09534031878605918,0.09394304267735994,0.07620433892339118,0.10586235244174531,0.10326913939520896,0.0842117191749172,0.08460289027054295,0.10708212448613597
ENSG00000186310,0.07729928555438179,0.0725325433710803,0.10084960933726787,0.1173995770027759,0.09865576168214744,0.10318307675198848,0.12445150166029527,0.15173367214316594,0.12876054032344808,0.09348488277810049
ENSG00000186340,1.1498841878949688,0.5551768707063715,0.9111712255867154,1.8388147030839426,2.2218050747569786,1.5447636693316753,0.763511263648574,1.7729410571016309,0.13838408911201677,1.2446216427004706
ENSG00000186369,0.1360892693093077,0.15030268789258505,0.1872454893335488,0.20722500868958582,0.1673366479139293,0.1791767151122355,0.2288893331974916,0.3036283910294702,0.27991937312373577,0.18751465768641173
ENSG00000186376,0.05905938112092383,0.04345443534654848,0.0620914111148046,0.06875277598026484,0.07277833418867685,0.059821412138562596,0.058310360811139106,0.07009483469522676,0.055162263672118246,0.04785801764077333
ENSG00000186399,0.04586699324543639,0.05902732473338577,0.04074272334520143,0.026786855649787222,0.022195275699045492,0.05894959730557486,0.05690180165466456,0.029962922384485963,0.03783578648779945,0.05500248859887787
ENSG00000186431,0.06885662027051596,0.0868912840256703,0.06663763032819113,0.04836227010902457,0.032249187875682275,0.09152886036289239,0.08711467660239888,0.04894589754409292,0.05876434738111266,0.08659158120892264
ENSG00000186462,0.06176765193422415,0.05260991177824327,0.10260870435331636,0.1136561249581354,0.06786979048514334,0.1023540994600371,0.09085727762771811,0.13496800815916685,0.11425313548373497,0.0825539205321082
