NAME,Description,NK.cells,endothelial.cells,fibroblasts,macrophages,memory.B.cells,memory.CD4.T.cells,memory.CD8.T.cells,myeloid.dendritic.cells,naive.B.cells,naive.CD4.T.cells,naive.CD8.T.cells,others,regulatory.T.cells,monocytes
ENSG00000000971,CFH,0.013000000000000001,0.9109999999999999,5.897,0.049,0.005,0.04,0.016,0.027000000000000003,0.0,0.003,0.0,0.049,0.003,0.047
ENSG00000002933,TMEM176A,0.055,0.10800000000000001,3.7039999999999997,1.565,0.016,0.016,0.013999999999999999,2.1519999999999997,0.015,0.02,0.0,0.762,0.012,0.0
ENSG00000003147,ICA1,0.07,0.522,0.013000000000000001,0.073,0.034,0.35100000000000003,0.04,0.03,0.06,0.142,0.036000000000000004,0.102,2.295,0.031
ENSG00000003436,TFPI,0.026000000000000002,3.031,2.9530000000000003,0.024,0.006999999999999999,0.003,0.01,0.032,0.0,0.006,0.0,0.138,0.002,0.022000000000000002
ENSG00000004799,PDK4,0.047,2.233,6.102,2.399,0.016,0.022000000000000002,0.024,0.214,0.024,0.046,0.011000000000000001,0.79,0.018000000000000002,0.371
ENSG00000006327,TNFRSF12A,0.028999999999999998,0.092,1.986,0.031,0.01,0.012,0.018000000000000002,0.034,0.013999999999999999,0.006999999999999999,0.0,0.177,0.02,0.066
ENSG00000006576,PHTF2,0.18100000000000002,0.17800000000000002,0.152,0.22399999999999998,0.284,0.6970000000000001,0.284,0.19399999999999998,0.302,0.21600000000000003,0.064,0.136,1.347,0.0
ENSG00000007237,GAS7,0.166,0.078,0.419,0.31,0.021,0.011000000000000001,0.027000000000000003,0.212,0.035,0.013000000000000001,0.0,0.07,0.016,0.35100000000000003
ENSG00000007264,MATK,3.0869999999999997,0.053,0.017,0.06,0.046,0.21,0.603,0.035,0.127,0.166,0.12,0.055999999999999994,0.04,0.073
ENSG00000007312,CD79B,0.248,0.332,0.085,0.055,3.053,0.11699999999999999,0.08,0.05,4.9639999999999995,0.139,0.151,0.369,0.562,0.049
ENSG00000007908,SELE,0.0,1.334,0.0,0.0,0.0,0.0,0.001,0.0,0.005,0.002,0.0,0.001,0.0,0.0
ENSG00000008394,MGST1,0.013000000000000001,0.02,0.541,0.149,0.013000000000000001,0.013999999999999999,0.012,0.068,0.012,0.016,0.006999999999999999,0.826,0.015,0.222
ENSG00000008517,IL32,3.478,2.988,2.04,0.9279999999999999,0.358,9.442,10.93,1.33,0.688,4.187,2.897,3.505,23.278000000000002,0.166
ENSG00000010278,CD9,0.07200000000000001,4.486000000000001,1.217,0.637,0.035,0.11800000000000001,0.35100000000000003,0.14800000000000002,0.071,0.1,0.17800000000000002,1.99,0.037000000000000005,0.0
ENSG00000010327,STAB1,0.027000000000000003,0.49,0.022000000000000002,1.396,0.005,0.011000000000000001,0.01,0.10099999999999999,0.01,0.004,0.0,0.01,0.012,1.3630000000000002
ENSG00000010438,PRSS3,0.06,0.076,0.005,0.012,0.008,0.017,0.043,0.019,0.016,0.005,0.0,0.659,0.0,0.036000000000000004
ENSG00000011198,ABHD5,0.183,0.272,0.3,0.6990000000000001,0.151,0.21600000000000003,0.244,0.29100000000000004,0.094,0.129,0.11699999999999999,0.174,0.233,0.0
ENSG00000011422,PLAUR,0.057,0.244,0.948,6.185,0.023,0.078,0.035,2.322,0.019,0.042,0.008,0.332,0.032,6.254
ENSG00000011465,DCN,0.006999999999999999,0.047,35.113,0.038,0.027999999999999997,0.012,0.013999999999999999,0.022000000000000002,0.003,0.01,0.0,0.037000000000000005,0.018000000000000002,0.113
ENSG00000011600,TYROBP,14.305,0.121,0.18600000000000003,27.713,0.054000000000000006,0.057999999999999996,0.321,13.959000000000001,0.04,0.040999999999999995,0.033,0.679,0.07200000000000001,28.003
ENSG00000012124,CD22,0.012,0.013000000000000001,0.021,0.037000000000000005,1.122,0.003,0.006,0.039,2.138,0.01,0.0,0.016,0.006,0.024
ENSG00000012171,SEMA3B,0.0,0.045,0.159,0.013000000000000001,0.011000000000000001,0.008,0.009000000000000001,0.017,0.005,0.006,0.0,0.261,0.01,0.0
ENSG00000013588,GPRC5A,0.004,0.066,0.418,0.024,0.005,0.008,0.009000000000000001,0.017,0.003,0.012,0.012,0.312,0.013000000000000001,0.032
ENSG00000015413,DPEP1,0.013000000000000001,0.016,0.021,0.018000000000000002,0.016,0.023,0.013000000000000001,0.013000000000000001,0.019,0.02,0.016,1.442,0.011000000000000001,0.0
ENSG00000015568,RGPD5,0.285,0.077,0.040999999999999995,0.068,0.11199999999999999,0.138,0.182,0.073,0.087,0.092,0.086,0.068,0.11199999999999999,0.0
ENSG00000016490,CLCA1,0.028999999999999998,0.039,0.017,0.034,0.017,0.034,0.033,0.027999999999999997,0.011000000000000001,0.032,0.016,2.542,0.04,0.07400000000000001
ENSG00000017427,IGF1,0.016,0.12,2.546,0.7609999999999999,0.008,0.006,0.008,0.05,0.0,0.002,0.0,0.132,0.006999999999999999,0.6459999999999999
ENSG00000018280,SLC11A1,0.026000000000000002,0.027000000000000003,0.049,0.6859999999999999,0.018000000000000002,0.034,0.032,0.051,0.02,0.034,0.044000000000000004,0.016,0.027999999999999997,0.379
ENSG00000018408,WWTR1,0.009000000000000001,2.267,0.8320000000000001,0.006999999999999999,0.006999999999999999,0.009000000000000001,0.026000000000000002,0.013999999999999999,0.002,0.006999999999999999,0.0,0.03,0.022000000000000002,0.001
ENSG00000019144,PHLDB1,0.045,0.344,0.953,0.045,0.018000000000000002,0.027999999999999997,0.032,0.087,0.018000000000000002,0.028999999999999998,0.0,0.073,0.031,0.0
ENSG00000019549,SNAI2,0.0,0.111,1.3230000000000002,0.002,0.001,0.0,0.002,0.004,0.0,0.0,0.0,0.016,0.0,0.004
ENSG00000021488,SLC7A9,0.013000000000000001,0.004,0.004,0.002,0.002,0.004,0.001,0.0,0.002,0.003,0.0,0.198,0.004,0.0
ENSG00000021645,NRXN3,0.004,0.006,0.015,0.001,0.0,0.001,0.002,0.006,0.0,0.002,0.0,0.055,0.002,0.0
ENSG00000022267,FHL1,0.07,0.5720000000000001,3.822,0.016,0.033,0.127,0.055999999999999994,0.045,0.033,0.078,0.062,0.141,0.061,0.019
ENSG00000024422,EHD2,0.0,0.893,1.068,0.008,0.002,0.004,0.002,0.008,0.0,0.005,0.0,0.048,0.002,0.006
ENSG00000026103,FAS,0.142,0.07200000000000001,0.28300000000000003,0.147,0.087,0.526,0.34600000000000003,0.131,0.053,0.165,0.0,0.08199999999999999,0.76,0.0
ENSG00000027869,SH2D2A,0.7859999999999999,0.051,0.043,0.069,0.044000000000000004,0.624,0.701,0.024,0.06,0.231,0.107,0.068,0.721,0.017
ENSG00000030419,IKZF2,0.147,0.025,0.011000000000000001,0.03,0.02,0.023,0.10300000000000001,0.015,0.042,0.077,0.054000000000000006,0.026000000000000002,0.607,0.006
ENSG00000034053,APBA2,0.951,0.045,0.107,0.013999999999999999,0.03,0.163,0.48,0.008,0.036000000000000004,0.392,0.8640000000000001,0.011000000000000001,0.049,0.0
ENSG00000035862,TIMP2,0.027999999999999997,1.1420000000000001,3.486,0.574,0.01,0.013999999999999999,0.017,0.16,0.023,0.016,0.018000000000000002,0.096,0.027999999999999997,0.613
ENSG00000036448,MYOM2,0.078,0.021,0.024,0.015,0.006,0.023,0.013999999999999999,0.026000000000000002,0.033,0.046,0.013999999999999999,0.008,0.013000000000000001,0.0
ENSG00000037280,FLT4,0.0,0.424,0.0,0.0,0.001,0.002,0.006,0.001,0.0,0.005,0.0,0.001,0.002,0.0
ENSG00000037965,HOXC8,0.0,0.02,0.449,0.006,0.0,0.001,0.001,0.001,0.0,0.002,0.0,0.009000000000000001,0.0,0.0
ENSG00000038427,VCAN,0.006999999999999999,0.051,4.506,0.7390000000000001,0.0,0.006,0.006999999999999999,0.068,0.002,0.003,0.011000000000000001,0.012,0.002,1.3330000000000002
ENSG00000039560,RAI14,0.0,1.6159999999999999,0.35200000000000004,0.006999999999999999,0.003,0.002,0.002,0.008,0.008,0.002,0.0,0.01,0.005,0.006
ENSG00000041982,TNC,0.0,0.021,3.082,0.001,0.001,0.003,0.004,0.0,0.003,0.0,0.0,0.033,0.004,0.009000000000000001
ENSG00000042980,ADAM28,0.308,0.028999999999999998,2.79,0.669,1.5819999999999999,0.009000000000000001,0.027999999999999997,0.7,1.528,0.018000000000000002,0.011000000000000001,0.121,0.040999999999999995,0.24100000000000002
ENSG00000044012,GUCA2B,0.0,0.0,0.0,0.006,0.001,0.004,0.001,0.013000000000000001,0.006999999999999999,0.105,0.0,0.244,0.0,0.011000000000000001
ENSG00000046653,GPM6B,0.937,0.153,0.311,0.039,0.299,0.44,0.423,0.102,0.439,0.22899999999999998,0.135,0.521,0.54,0.032
ENSG00000046889,PREX2,0.002,0.696,0.516,0.0,0.0,0.006999999999999999,0.004,0.015,0.0,0.003,0.0,0.003,0.002,0.0
ENSG00000047457,CP,0.0,0.544,1.038,0.006999999999999999,0.002,0.002,0.005,0.005,0.003,0.001,0.0,0.001,0.0,0.0
ENSG00000049130,KITLG,0.005,0.20600000000000002,0.8140000000000001,0.003,0.0,0.001,0.001,0.0,0.0,0.0,0.0,0.015,0.003,0.0
ENSG00000049192,ADAMTS6,0.01,0.392,0.16699999999999998,0.016,0.109,0.008,0.055,0.001,0.079,0.044000000000000004,0.07400000000000001,0.006999999999999999,0.006999999999999999,0.0
ENSG00000049247,UTS2,0.025,0.002,0.001,0.006,0.013999999999999999,0.006999999999999999,0.025,0.009000000000000001,0.002,0.008,0.022000000000000002,0.02,0.05,0.025
ENSG00000049249,TNFRSF9,0.16899999999999998,0.055999999999999994,0.036000000000000004,0.067,0.022000000000000002,0.10099999999999999,0.217,0.22399999999999998,0.03,0.04,0.053,0.028999999999999998,0.83,0.032
ENSG00000049540,ELN,0.006999999999999999,0.264,0.637,0.004,0.002,0.002,0.004,0.005,0.002,0.002,0.0,0.012,0.001,0.0
ENSG00000049768,FOXP3,0.018000000000000002,0.001,0.002,0.016,0.006999999999999999,0.016,0.006,0.008,0.003,0.021,0.0,0.006999999999999999,0.708,0.0
ENSG00000050165,DKK3,0.044000000000000004,0.145,1.12,0.006,0.005,0.027000000000000003,0.08,0.005,0.006,0.012,0.013999999999999999,0.08800000000000001,0.005,0.026000000000000002
ENSG00000050730,TNIP3,0.023,0.04,0.035,0.221,0.008,0.059000000000000004,0.397,0.021,0.013000000000000001,0.059000000000000004,0.013000000000000001,0.013999999999999999,0.511,0.815
ENSG00000056558,TRAF1,0.247,0.017,0.055999999999999994,0.318,0.064,0.33,0.321,0.573,0.03,0.177,0.129,0.038,0.391,0.23800000000000002
ENSG00000060558,GNA15,0.106,0.032,0.012,0.445,0.008,0.28,0.079,0.303,0.017,0.077,0.008,0.08900000000000001,0.29100000000000004,0.713
ENSG00000060566,CREB3L3,0.006,0.006,0.001,0.002,0.001,0.004,0.003,0.001,0.004,0.002,0.0,0.19899999999999998,0.027000000000000003,0.0
ENSG00000064042,LIMCH1,0.0,2.319,0.49,0.004,0.01,0.002,0.005,0.243,0.0,0.002,0.0,0.024,0.005,0.015
ENSG00000064205,WISP2,0.0,0.002,0.35200000000000004,0.004,0.002,0.001,0.003,0.0,0.005,0.003,0.0,0.01,0.002,0.0
ENSG00000064651,SLC12A2,0.184,0.353,0.19899999999999998,0.07,0.10400000000000001,0.10400000000000001,0.115,0.057,0.149,0.078,0.107,0.562,0.08900000000000001,0.0
ENSG00000064886,CHI3L2,0.231,0.003,0.894,0.023,0.4,0.171,0.205,0.03,1.042,0.377,0.26,0.035,0.162,0.021
ENSG00000064989,CALCRL,0.004,2.773,0.175,0.044000000000000004,0.006,0.004,0.005,0.168,0.002,0.001,0.0,0.01,0.005,0.018000000000000002
ENSG00000065054,SLC9A3R2,0.008,6.109,0.769,0.017,0.001,0.009000000000000001,0.015,0.006,0.005,0.006,0.011000000000000001,0.045,0.0,0.03
ENSG00000065534,MYLK,0.0,0.392,3.135,0.008,0.006999999999999999,0.006999999999999999,0.005,0.055,0.003,0.003,0.0,0.10099999999999999,0.013999999999999999,0.019
ENSG00000066056,TIE1,0.07400000000000001,1.685,0.004,0.003,0.005,0.009000000000000001,0.01,0.012,0.005,0.008,0.0,0.006,0.009000000000000001,0.008
ENSG00000066294,CD84,0.166,0.055,0.04,0.89,0.165,0.379,0.594,0.685,0.261,0.44299999999999995,0.22899999999999998,0.08,0.7020000000000001,0.28
ENSG00000066336,SPI1,0.017,0.031,0.026000000000000002,2.602,0.345,0.008,0.01,2.781,0.32799999999999996,0.003,0.013999999999999999,0.06,0.013000000000000001,4.377
ENSG00000066923,STAG3,0.23800000000000002,0.192,0.172,0.079,0.975,0.107,0.14300000000000002,0.11800000000000001,1.9580000000000002,0.129,0.18899999999999997,0.066,0.13699999999999998,0.054000000000000006
ENSG00000067113,PLPP1,0.079,4.171,4.106,0.032,0.049,0.08800000000000001,0.073,0.13699999999999998,0.040999999999999995,0.064,0.052000000000000005,0.19399999999999998,0.057999999999999996,0.037000000000000005
ENSG00000068001,HYAL2,0.006999999999999999,3.7510000000000003,0.22,0.06,0.017,0.011000000000000001,0.013000000000000001,0.037000000000000005,0.008,0.003,0.037000000000000005,0.04,0.011000000000000001,0.0
ENSG00000069020,MAST4,0.079,1.536,0.327,0.037000000000000005,0.083,0.20199999999999999,0.1,0.06,0.045,0.152,0.11800000000000001,0.121,0.775,0.0
ENSG00000069122,ADGRF5,0.009000000000000001,2.214,0.006,0.006,0.0,0.002,0.006,0.0,0.005,0.002,0.0,0.037000000000000005,0.0,0.0
ENSG00000069702,TGFBR3,0.09,0.799,0.473,0.006,0.003,0.049,0.075,0.004,0.001,0.039,0.015,0.018000000000000002,0.054000000000000006,0.002
ENSG00000070031,SCT,0.012,0.018000000000000002,0.867,0.005,0.002,0.001,0.002,0.006,0.003,0.002,0.0,0.09,0.001,0.0
ENSG00000070404,FSTL3,0.002,0.011000000000000001,0.37799999999999995,0.044000000000000004,0.003,0.004,0.005,0.067,0.013000000000000001,0.002,0.021,0.091,0.01,0.034
ENSG00000070718,AP3M2,0.10099999999999999,0.33399999999999996,0.16699999999999998,0.078,0.127,0.659,0.28300000000000003,0.131,0.12300000000000001,1.113,0.37799999999999995,0.051,0.47600000000000003,0.034
ENSG00000070731,ST6GALNAC2,0.021,0.037000000000000005,0.019,0.022000000000000002,0.012,0.043,0.046,0.012,0.013000000000000001,0.013999999999999999,0.0,0.042,0.013999999999999999,0.009000000000000001
ENSG00000071203,MS4A12,0.0,0.0,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.06,0.0,0.01
ENSG00000071282,LMCD1,0.011000000000000001,1.5419999999999998,1.334,0.005,0.018000000000000002,0.011000000000000001,0.009000000000000001,0.024,0.004,0.003,0.019,0.036000000000000004,0.095,0.01
ENSG00000071967,CYBRD1,0.006999999999999999,0.37200000000000005,1.484,0.17300000000000001,0.004,0.006999999999999999,0.008,0.115,0.006,0.008,0.0,0.32899999999999996,0.004,0.239
ENSG00000071991,CDH19,0.003,0.005,0.0,0.005,0.0,0.001,0.001,0.002,0.0,0.002,0.0,0.18,0.0,0.0
ENSG00000072163,LIMS2,0.006,1.3130000000000002,0.223,0.008,0.078,0.013999999999999999,0.013000000000000001,0.003,0.24600000000000002,0.07,0.07200000000000001,0.019,0.03,0.004
ENSG00000072182,ASIC4,0.162,0.008,0.017,0.003,0.006,0.10400000000000001,0.203,0.018000000000000002,0.013000000000000001,0.019,0.027999999999999997,0.006,0.027000000000000003,0.0
ENSG00000072274,TFRC,0.201,0.124,0.183,2.6489999999999996,0.254,0.21100000000000002,0.27399999999999997,0.8079999999999999,0.172,0.153,0.105,0.22399999999999998,0.575,0.0
ENSG00000073756,PTGS2,0.053,0.094,0.251,2.095,0.006,0.006,0.011000000000000001,0.875,0.004,0.005,0.0,0.086,0.013000000000000001,2.276
ENSG00000073910,FRY,0.032,1.002,0.113,0.027999999999999997,0.017,0.03,0.011000000000000001,0.05,0.033,0.024,0.0,0.026000000000000002,0.013999999999999999,0.013999999999999999
ENSG00000074181,NOTCH3,0.023,0.168,0.079,0.008,0.011000000000000001,0.011000000000000001,0.013999999999999999,0.013000000000000001,0.013000000000000001,0.008,0.013000000000000001,0.07200000000000001,0.013999999999999999,0.004
ENSG00000074276,CDHR2,0.0,0.0,0.003,0.0,0.002,0.004,0.003,0.004,0.0,0.0,0.0,0.203,0.002,0.0
ENSG00000074590,NUAK1,0.0,1.078,0.147,0.003,0.0,0.001,0.001,0.005,0.001,0.0,0.0,0.003,0.0,0.005
ENSG00000075223,SEMA3C,0.006999999999999999,0.0,0.20199999999999999,0.034,0.001,0.001,0.001,0.022000000000000002,0.002,0.0,0.0,0.064,0.001,0.0
ENSG00000075618,FSCN1,0.033,0.706,0.382,0.067,0.013999999999999999,0.021,0.019,1.808,0.009000000000000001,0.022000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.094
ENSG00000076706,MCAM,0.027999999999999997,1.3319999999999999,0.094,0.013999999999999999,0.015,0.17800000000000002,0.053,0.015,0.03,0.026000000000000002,0.046,0.113,0.163,0.0
ENSG00000077238,IL4R,0.33299999999999996,0.361,0.287,0.203,0.146,0.26899999999999996,0.237,0.233,1.063,0.2,0.13,0.129,0.235,0.268
ENSG00000077264,PAK3,0.018000000000000002,0.026000000000000002,0.016,0.011000000000000001,0.006999999999999999,0.017,0.021,0.040999999999999995,0.006,0.023,0.0,0.01,0.114,0.0
ENSG00000077942,FBLN1,0.0,0.033,12.956,0.013999999999999999,0.006999999999999999,0.008,0.012,0.002,0.008,0.001,0.0,0.026000000000000002,0.012,0.052000000000000005
ENSG00000077984,CST7,6.627000000000001,0.07400000000000001,0.079,0.535,0.07400000000000001,1.19,3.388,2.295,0.182,0.262,0.162,0.11,1.462,0.429
ENSG00000078081,LAMP3,0.009000000000000001,0.195,0.001,0.252,0.004,0.003,0.009000000000000001,1.53,0.013000000000000001,0.012,0.028999999999999998,0.009000000000000001,0.021,0.132
ENSG00000078401,EDN1,0.004,1.587,0.023,0.03,0.006999999999999999,0.009000000000000001,0.006999999999999999,0.013999999999999999,0.005,0.012,0.011000000000000001,0.371,0.013999999999999999,0.012
ENSG00000079102,RUNX1T1,0.0,0.483,0.8370000000000001,0.0,0.0,0.0,0.001,0.001,0.001,0.0,0.0,0.02,0.001,0.001
ENSG00000079308,TNS1,0.003,0.7440000000000001,0.48100000000000004,0.04,0.003,0.002,0.004,0.0,0.0,0.003,0.0,0.040999999999999995,0.003,0.016
ENSG00000079335,CDC14A,0.17300000000000001,0.145,0.046,0.048,0.057,0.56,0.633,0.075,0.083,0.304,0.1,0.066,0.272,0.0
ENSG00000079819,EPB41L2,0.037000000000000005,0.82,1.631,0.34299999999999997,0.08900000000000001,0.028999999999999998,0.033,0.24100000000000002,0.15,0.015,0.037000000000000005,0.22,0.011000000000000001,0.22399999999999998
ENSG00000079931,MOXD1,0.0,0.001,0.37799999999999995,0.002,0.011000000000000001,0.001,0.003,0.003,0.027000000000000003,0.0,0.0,0.052000000000000005,0.0,0.0
ENSG00000080200,CRYBG3,0.022000000000000002,0.619,1.3419999999999999,0.107,0.006,0.004,0.004,0.098,0.006,0.006999999999999999,0.022000000000000002,0.036000000000000004,0.005,0.0
ENSG00000081041,CXCL2,0.754,1.127,5.712000000000001,9.745,0.033,0.027000000000000003,0.035,1.371,0.034,0.015,0.023,0.76,0.040999999999999995,6.39
ENSG00000082196,C1QTNF3,0.027999999999999997,0.121,0.389,0.004,0.012,0.012,0.019,0.002,0.006,0.015,0.0,0.013999999999999999,0.009000000000000001,0.0
ENSG00000084674,APOB,0.0,0.0,0.004,0.002,0.01,0.005,0.006,0.002,0.0,0.006999999999999999,0.0,0.27699999999999997,0.002,0.0
ENSG00000085063,CD59,0.37200000000000005,9.087,1.879,0.574,0.203,0.307,0.203,0.6579999999999999,0.16899999999999998,0.23199999999999998,0.191,1.067,0.784,0.0
ENSG00000085265,FCN1,0.0,0.006,0.005,2.147,0.002,0.004,0.004,0.349,0.005,0.004,0.0,0.002,0.008,2.5469999999999997
ENSG00000086062,B4GALT1,1.1520000000000001,0.528,0.452,1.0090000000000001,0.444,0.331,0.428,0.591,0.44299999999999995,0.17,0.254,0.16899999999999998,0.44,0.705
ENSG00000086300,SNX10,0.46299999999999997,0.086,0.135,1.7069999999999999,0.6709999999999999,0.152,0.161,0.9059999999999999,0.9470000000000001,0.111,0.061,0.084,0.18600000000000003,1.25
ENSG00000087245,MMP2,0.008,0.883,11.165999999999999,0.023,0.009000000000000001,0.005,0.011000000000000001,0.017,0.004,0.011000000000000001,0.0,0.018000000000000002,0.008,0.052000000000000005
ENSG00000088386,SLC15A1,0.0,0.0,0.003,0.002,0.001,0.006999999999999999,0.003,0.003,0.008,0.002,0.0,0.19399999999999998,0.002,0.0
ENSG00000088882,CPXM1,0.0,0.005,1.002,0.0,0.005,0.001,0.003,0.004,0.002,0.0,0.0,0.009000000000000001,0.002,0.006999999999999999
ENSG00000089012,SIRPG,0.078,0.011000000000000001,0.004,0.034,0.02,0.439,0.34600000000000003,0.032,0.039,0.315,0.281,0.039,0.937,0.001
ENSG00000089199,CHGB,0.016,0.016,0.032,0.012,0.012,0.011000000000000001,0.01,0.008,0.016,0.013000000000000001,0.009000000000000001,0.025,0.01,0.0
ENSG00000089356,FXYD3,0.024,0.013999999999999999,0.025,0.034,0.008,0.017,0.022000000000000002,0.022000000000000002,0.018000000000000002,0.026000000000000002,0.009000000000000001,1.044,0.016,0.265
ENSG00000089692,LAG3,0.083,0.052000000000000005,0.07,0.17,0.026000000000000002,0.33899999999999997,0.941,0.14,0.042,0.07400000000000001,0.018000000000000002,0.075,1.203,0.114
ENSG00000090006,LTBP4,0.059000000000000004,0.36700000000000005,4.895,0.049,0.071,0.095,0.11199999999999999,0.065,0.059000000000000004,0.092,0.09300000000000001,0.171,0.099,0.079
ENSG00000090339,ICAM1,0.976,1.4569999999999999,0.977,1.344,0.13699999999999998,0.085,0.107,0.716,0.044000000000000004,0.02,0.036000000000000004,0.124,0.057,1.3869999999999998
ENSG00000090382,LYZ,0.157,0.256,0.24100000000000002,60.345,0.107,0.14,0.18,27.397,0.124,0.193,0.177,2.075,0.209,68.34899999999999
ENSG00000090402,SI,0.01,0.004,0.012,0.02,0.011000000000000001,0.012,0.01,0.006,0.008,0.017,0.0,0.541,0.006,0.0
ENSG00000091136,LAMB1,0.034,1.033,3.278,0.011000000000000001,0.013000000000000001,0.02,0.013999999999999999,0.016,0.01,0.013999999999999999,0.0,0.044000000000000004,0.021,0.009000000000000001
ENSG00000091138,SLC26A3,0.0,0.0,0.0,0.004,0.003,0.006,0.003,0.003,0.002,0.003,0.0,0.19399999999999998,0.002,0.01
ENSG00000091879,ANGPT2,0.079,1.13,0.026000000000000002,0.036000000000000004,0.09699999999999999,0.07400000000000001,0.08800000000000001,0.039,0.133,0.083,0.08,0.054000000000000006,0.086,0.005
ENSG00000091972,CD200,0.013000000000000001,0.652,0.113,0.004,0.084,0.037000000000000005,0.006,0.495,0.8170000000000001,0.045,0.013000000000000001,0.032,0.115,0.005
ENSG00000091986,CCDC80,0.0,0.177,2.838,0.006999999999999999,0.008,0.004,0.004,0.008,0.002,0.006999999999999999,0.0,0.015,0.006999999999999999,0.002
ENSG00000092421,SEMA6A,0.0,0.91,0.047,0.0,0.003,0.001,0.003,0.002,0.006999999999999999,0.009000000000000001,0.008,0.048,0.001,0.0
ENSG00000095932,SMIM24,0.095,0.011000000000000001,0.018000000000000002,0.018000000000000002,0.012,0.019,0.021,0.013999999999999999,0.013000000000000001,0.024,0.038,1.71,0.013000000000000001,0.0
ENSG00000096088,PGC,0.003,0.005,0.01,0.016,0.012,0.006,0.004,0.006999999999999999,0.006,0.005,0.0,0.34299999999999997,0.012,0.0
ENSG00000099250,NRP1,0.0,1.9340000000000002,0.37,0.275,0.002,0.006,0.008,0.02,0.002,0.005,0.0,0.048,0.008,0.40399999999999997
ENSG00000099260,PALMD,0.0,2.065,0.049,0.001,0.002,0.003,0.003,0.0,0.003,0.002,0.0,0.004,0.001,0.0
ENSG00000099812,MISP,0.003,0.013000000000000001,0.005,0.02,0.006999999999999999,0.016,0.012,0.013000000000000001,0.01,0.015,0.01,0.551,0.013999999999999999,0.023
ENSG00000099834,CDHR5,0.002,0.004,0.025,0.013000000000000001,0.01,0.018000000000000002,0.018000000000000002,0.01,0.008,0.023,0.022000000000000002,0.772,0.011000000000000001,0.0
ENSG00000099860,GADD45B,4.252,4.933,4.874,3.9739999999999998,1.147,1.23,1.601,3.1919999999999997,1.178,0.495,0.616,1.196,0.66,0.0
ENSG00000099866,MADCAM1,0.004,0.623,0.02,0.003,0.009000000000000001,0.006,0.006999999999999999,0.006999999999999999,0.013999999999999999,0.012,0.011000000000000001,0.005,0.006999999999999999,0.008
ENSG00000099953,MMP11,0.0,0.026000000000000002,0.32,0.003,0.022000000000000002,0.004,0.008,0.006999999999999999,0.03,0.002,0.011000000000000001,0.011000000000000001,0.001,0.0
ENSG00000099985,OSM,0.11199999999999999,0.006999999999999999,0.002,0.71,0.01,0.057,0.057,0.34700000000000003,0.006999999999999999,0.019,0.046,0.016,0.033,1.013
ENSG00000099998,GGT5,0.013000000000000001,0.171,2.873,0.107,0.008,0.006,0.006,0.04,0.005,0.004,0.0,0.043,0.006999999999999999,0.146
ENSG00000100030,MAPK1,3.821,0.44799999999999995,0.395,0.43,0.184,0.253,0.483,0.382,0.209,0.16399999999999998,0.12,0.125,0.23800000000000002,0.0
ENSG00000100079,LGALS2,0.028999999999999998,0.043,0.042,4.18,0.034,0.035,0.039,5.942,0.04,0.059000000000000004,0.047,1.158,0.035,2.7880000000000003
ENSG00000100097,LGALS1,2.0669999999999997,9.842,41.085,15.075,1.771,1.063,1.831,18.285,0.326,0.376,0.312,5.072,1.347,0.0
ENSG00000100162,CENPM,0.10800000000000001,0.049,0.063,0.05,0.47100000000000003,0.301,0.3,0.08,1.021,0.166,0.077,0.214,0.429,0.0
ENSG00000100170,SLC5A1,0.006,0.006,0.008,0.011000000000000001,0.003,0.005,0.006999999999999999,0.004,0.008,0.011000000000000001,0.0,0.353,0.004,0.0
ENSG00000100234,TIMP3,0.019,7.1770000000000005,3.647,0.024,0.011000000000000001,0.013999999999999999,0.017,0.011000000000000001,0.006999999999999999,0.011000000000000001,0.0,0.331,0.003,0.04
ENSG00000100292,HMOX1,0.025,0.131,0.172,0.545,0.06,0.002,0.01,0.218,0.013999999999999999,0.001,0.011000000000000001,0.051,0.027000000000000003,0.747
ENSG00000100298,APOBEC3H,0.32799999999999996,0.008,0.01,0.017,0.009000000000000001,0.062,0.12300000000000001,0.06,0.006999999999999999,0.006999999999999999,0.0,0.02,0.113,0.003
ENSG00000100311,PDGFB,0.005,0.43799999999999994,0.005,0.125,0.0,0.002,0.003,0.034,0.0,0.002,0.0,0.025,0.002,0.0
ENSG00000100376,FAM118A,0.183,0.29,0.489,0.26,0.17300000000000001,0.425,0.447,0.858,0.13699999999999998,0.462,0.674,0.163,0.45299999999999996,0.0
ENSG00000100385,IL2RB,3.157,0.018000000000000002,0.034,0.037000000000000005,0.015,0.185,0.377,0.019,0.024,0.096,0.039,0.062,0.589,0.006999999999999999
ENSG00000100448,CTSG,0.025,0.004,0.0,0.006,0.002,0.001,0.002,0.0,0.002,0.0,0.0,0.073,0.0,0.068
ENSG00000100450,GZMH,1.528,0.039,0.025,0.032,0.018000000000000002,0.08,1.138,0.034,0.032,0.017,0.015,0.043,0.04,0.001
ENSG00000100453,GZMB,9.41,0.055,0.13,0.113,0.027999999999999997,0.34600000000000003,2.208,0.145,0.086,0.027000000000000003,0.0,0.525,0.217,0.037000000000000005
