NAME,Description,NK.cells,endothelial.cells,fibroblasts,macrophages,memory.B.cells,memory.CD4.T.cells,memory.CD8.T.cells,myeloid.dendritic.cells,naive.B.cells,naive.CD4.T.cells,naive.CD8.T.cells,others,regulatory.T.cells,monocytes
ENSG00000156475,PPP2R2B,0.18600000000000003,0.002,0.026000000000000002,0.013000000000000001,0.004,0.161,0.23600000000000002,0.01,0.016,0.024,0.0,0.027999999999999997,0.149,0.003
ENSG00000156738,MS4A1,0.142,0.048,0.068,0.065,7.806,0.025,0.061,0.048,8.5,0.038,0.013000000000000001,0.066,0.034,0.026000000000000002
ENSG00000156966,B3GNT7,1.635,0.067,0.005,0.102,0.036000000000000004,0.002,0.018000000000000002,0.08199999999999999,0.013999999999999999,0.0,0.011000000000000001,0.18100000000000002,0.002,0.078
ENSG00000157005,SST,0.005,0.005,0.022000000000000002,0.003,0.001,0.003,0.004,0.002,0.002,0.156,0.0,0.196,0.005,0.0
ENSG00000157110,RBPMS,0.004,1.117,1.662,0.003,0.006,0.006,0.005,0.01,0.004,0.004,0.0,0.055,0.003,0.033
ENSG00000157214,STEAP2,0.0,0.003,0.617,0.0,0.0,0.002,0.002,0.005,0.0,0.004,0.0,0.027000000000000003,0.0,0.0
ENSG00000157227,MMP14,0.0,0.292,1.919,0.39899999999999997,0.001,0.003,0.001,0.051,0.0,0.003,0.0,0.035,0.005,0.46399999999999997
ENSG00000157404,KIT,0.033,0.046,0.027999999999999997,0.017,0.008,0.06,0.01,0.071,0.013000000000000001,0.008,0.0,0.243,0.006,0.013000000000000001
ENSG00000158050,DUSP2,16.394000000000002,0.313,0.9359999999999999,2.7,2.162,3.946,8.281,2.695,1.058,1.099,0.648,0.996,2.467,3.391
ENSG00000158481,CD1C,0.0,0.011000000000000001,0.012,0.5489999999999999,0.479,0.004,0.006999999999999999,1.794,0.318,0.006,0.0,0.009000000000000001,0.003,0.557
ENSG00000158488,CD1E,0.0,0.006999999999999999,0.006999999999999999,0.5760000000000001,0.001,0.003,0.002,0.965,0.0,0.0,0.0,0.002,0.0,0.259
ENSG00000158525,CPA5,0.0,0.006,0.004,0.003,0.006,0.062,0.053,0.002,0.01,0.109,0.408,0.003,0.226,0.0
ENSG00000158639,PAGE5,0.0,0.001,0.0,0.001,0.003,0.08,0.042,0.0,0.0,0.006999999999999999,0.018000000000000002,0.002,0.051,0.0
ENSG00000158747,NBL1,0.185,0.54,5.4110000000000005,0.026000000000000002,0.018000000000000002,0.12300000000000001,0.145,0.015,0.009000000000000001,0.040999999999999995,0.092,0.33399999999999996,0.013999999999999999,0.0
ENSG00000158764,ITLN2,0.0,0.012,0.0,0.005,0.002,0.002,0.002,0.001,0.0,0.0,0.0,0.125,0.0,0.0
ENSG00000158859,ADAMTS4,0.006999999999999999,0.596,0.16699999999999998,0.011000000000000001,0.002,0.005,0.004,0.002,0.013000000000000001,0.005,0.0,0.033,0.008,0.005
ENSG00000158869,FCER1G,10.692,0.11199999999999999,0.205,17.416,0.03,0.04,0.122,5.5760000000000005,0.027999999999999997,0.068,0.084,0.355,0.055999999999999994,19.163
ENSG00000158887,MPZ,0.011000000000000001,0.031,0.015,0.012,0.008,0.008,0.011000000000000001,0.026000000000000002,0.023,0.006999999999999999,0.0,0.133,0.005,0.003
ENSG00000159167,STC1,0.0,0.961,0.095,0.001,0.001,0.002,0.002,0.0,0.0,0.0,0.0,0.001,0.0,0.0
ENSG00000159189,C1QC,0.012,0.039,0.038,10.93,0.008,0.022000000000000002,0.028999999999999998,0.698,0.005,0.013000000000000001,0.013000000000000001,0.012,0.015,13.296
ENSG00000159200,RCAN1,0.047,1.205,0.562,0.184,0.012,0.023,0.028999999999999998,0.075,0.021,0.012,0.0,0.133,0.013000000000000001,0.172
ENSG00000159228,CBR1,0.157,0.23600000000000002,0.647,0.301,0.061,0.085,0.063,0.17600000000000002,0.057999999999999996,0.08,0.098,0.802,0.109,0.0
ENSG00000159403,C1R,0.034,0.43,9.789,0.022000000000000002,0.017,0.013999999999999999,0.013999999999999999,0.008,0.015,0.013000000000000001,0.0,0.147,0.016,0.071
ENSG00000159450,TCHH,0.0,0.039,0.005,0.20199999999999999,0.001,0.002,0.0,0.06,0.0,0.002,0.0,0.001,0.005,0.0
ENSG00000159640,ACE,0.065,0.9790000000000001,0.12300000000000001,0.08900000000000001,0.045,0.052000000000000005,0.051,0.059000000000000004,0.049,0.05,0.04,0.256,0.051,0.0
ENSG00000159713,TPPP3,0.0,0.257,1.11,0.139,0.004,0.004,0.008,0.076,0.001,0.002,0.023,0.25,0.001,0.053
ENSG00000159958,TNFRSF13C,0.045,0.021,0.006,0.047,2.108,0.039,0.044000000000000004,0.049,1.824,0.04,0.011000000000000001,0.069,0.03,0.0
ENSG00000160180,TFF3,0.121,4.732,0.11699999999999999,0.16899999999999998,0.145,0.172,0.142,0.122,0.11900000000000001,0.17600000000000002,0.184,13.671,0.22899999999999998,0.0
ENSG00000160181,TFF2,0.0,0.004,0.002,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0.14,0.001,0.0
ENSG00000160182,TFF1,0.003,0.005,0.0,0.006999999999999999,0.004,0.004,0.001,0.003,0.002,0.002,0.0,0.313,0.003,0.021
ENSG00000160307,S100B,0.146,0.012,0.015,0.256,0.009000000000000001,0.013999999999999999,0.09300000000000001,0.8390000000000001,0.009000000000000001,0.131,1.5019999999999998,0.373,0.013000000000000001,0.5529999999999999
ENSG00000160683,CXCR5,0.003,0.002,0.006,0.006999999999999999,0.43200000000000005,0.011000000000000001,0.018000000000000002,0.003,0.38799999999999996,0.033,0.011000000000000001,0.012,0.038,0.004
ENSG00000160789,LMNA,0.795,4.949,6.101,1.899,0.6779999999999999,0.622,0.895,0.8270000000000001,0.12,0.345,0.087,1.3840000000000001,0.773,0.0
ENSG00000160868,CYP3A4,0.015,0.002,0.006999999999999999,0.009000000000000001,0.003,0.004,0.003,0.005,0.005,0.006999999999999999,0.0,0.374,0.0,0.0
ENSG00000161249,DMKN,0.037000000000000005,0.027999999999999997,0.8320000000000001,0.003,0.025,0.006,0.016,0.006,0.015,0.002,0.01,0.027000000000000003,0.004,0.013000000000000001
ENSG00000161281,COX7A1,0.0,1.797,1.365,0.016,0.002,0.005,0.006,0.005,0.0,0.004,0.0,0.055,0.006999999999999999,0.031
ENSG00000161544,CYGB,0.07200000000000001,0.136,1.9669999999999999,0.006999999999999999,0.018000000000000002,0.018000000000000002,0.02,0.012,0.005,0.01,0.0,0.039,0.003,0.017
ENSG00000161638,ITGA5,0.043,1.242,1.026,0.126,0.005,0.036000000000000004,0.039,0.05,0.001,0.025,0.019,0.019,0.019,0.095
ENSG00000162078,ZG16B,0.006999999999999999,0.008,0.0,0.042,0.003,0.009000000000000001,0.002,0.009000000000000001,0.0,0.006,0.0,0.11599999999999999,0.03,0.068
ENSG00000162391,FAM151A,0.002,0.001,0.003,0.001,0.004,0.004,0.004,0.001,0.0,0.002,0.016,0.161,0.001,0.0
ENSG00000162407,PLPP3,0.006999999999999999,2.639,4.811,0.018000000000000002,0.039,0.008,0.009000000000000001,0.034,0.009000000000000001,0.013000000000000001,0.016,0.054000000000000006,0.008,0.01
ENSG00000162444,RBP7,0.013999999999999999,3.409,0.008,0.198,0.002,0.006,0.006999999999999999,0.004,0.004,0.002,0.0,0.015,0.002,0.05
ENSG00000162482,AKR7A3,0.0,0.011000000000000001,0.018000000000000002,0.006,0.01,0.006,0.005,0.011000000000000001,0.001,0.005,0.013000000000000001,0.45299999999999996,0.002,0.0
ENSG00000162493,PDPN,0.0,0.159,1.875,0.025,0.002,0.004,0.004,0.01,0.001,0.002,0.0,0.013999999999999999,0.005,0.069
ENSG00000162512,SDC3,0.0,0.182,0.444,0.35600000000000004,0.0,0.0,0.003,0.03,0.004,0.002,0.0,0.015,0.006,0.239
ENSG00000162576,MXRA8,0.0,0.033,1.8030000000000002,0.001,0.002,0.002,0.001,0.006,0.004,0.003,0.0,0.047,0.002,0.009000000000000001
ENSG00000162594,IL23R,0.047,0.005,0.005,0.017,0.003,0.139,0.054000000000000006,0.017,0.012,0.017,0.0,0.08199999999999999,0.15,0.003
ENSG00000162599,NFIA,0.048,1.849,2.354,0.1,0.013999999999999999,0.075,0.08,0.013000000000000001,0.008,0.045,0.066,0.11599999999999999,0.038,0.0
ENSG00000162614,NEXN,0.015,0.10800000000000001,2.408,0.008,0.039,0.006999999999999999,0.011000000000000001,0.021,0.024,0.01,0.0,0.066,0.006999999999999999,0.02
ENSG00000162616,DNAJB4,0.154,0.509,0.705,0.109,0.154,0.231,0.278,0.092,0.16699999999999998,0.237,0.23199999999999998,0.214,0.23399999999999999,0.109
ENSG00000162618,ADGRL4,0.017,3.44,0.017,0.001,0.001,0.002,0.003,0.008,0.002,0.003,0.0,0.003,0.003,0.0
ENSG00000162630,B3GALT2,0.013999999999999999,0.017,0.068,0.005,0.002,0.237,0.11699999999999999,0.001,0.006999999999999999,0.049,0.0,0.006999999999999999,0.195,0.0
ENSG00000162692,VCAM1,0.027000000000000003,0.142,1.696,0.057999999999999996,0.006999999999999999,0.004,0.061,0.1,0.005,0.003,0.0,0.013000000000000001,0.002,0.021
ENSG00000162702,ZNF281,0.14800000000000002,0.35,0.368,0.39399999999999996,0.14,0.231,0.19699999999999998,0.263,0.18899999999999997,0.171,0.182,0.10300000000000001,0.7979999999999999,0.0
ENSG00000162711,NLRP3,0.08800000000000001,0.01,0.027999999999999997,1.235,0.013999999999999999,0.095,0.087,0.9390000000000001,0.005,0.042,0.027000000000000003,0.025,0.019,0.37200000000000005
ENSG00000162733,DDR2,0.004,0.11199999999999999,2.875,0.008,0.001,0.004,0.006,0.001,0.003,0.001,0.01,0.033,0.003,0.013000000000000001
ENSG00000162772,ATF3,0.86,0.925,1.777,2.497,0.276,1.724,2.013,2.286,0.262,0.247,0.127,1.511,0.306,0.0
ENSG00000162896,PIGR,0.13,0.071,0.081,0.139,0.07200000000000001,0.11199999999999999,0.08,0.155,0.091,0.122,0.069,4.773,0.11199999999999999,0.687
ENSG00000162944,RFTN2,0.001,0.125,0.22,0.002,0.003,0.002,0.003,0.001,0.0,0.004,0.0,0.013999999999999999,0.0,0.0
ENSG00000162998,FRZB,0.006,0.308,0.763,0.005,0.004,0.011000000000000001,0.005,0.001,0.002,0.0,0.0,0.207,0.003,0.017
ENSG00000163017,ACTG2,0.0,0.006999999999999999,2.58,0.004,0.003,0.003,0.003,0.01,0.002,0.004,0.0,0.034,0.053,0.008
ENSG00000163072,NOSTRIN,0.006,1.861,0.03,0.006999999999999999,0.001,0.005,0.003,0.024,0.002,0.01,0.0,0.07400000000000001,0.006999999999999999,0.0
ENSG00000163083,INHBB,0.0,0.514,0.002,0.001,0.0,0.0,0.001,0.0,0.002,0.0,0.0,0.0,0.0,0.0
ENSG00000163106,HPGDS,0.0,0.0,0.001,0.015,0.002,0.003,0.001,0.028999999999999998,0.0,0.012,0.0,0.057,0.015,0.037000000000000005
ENSG00000163220,S100A9,0.009000000000000001,0.016,0.055999999999999994,8.919,0.01,0.009000000000000001,0.01,0.31,0.018000000000000002,0.018000000000000002,0.019,0.027000000000000003,0.016,19.334
ENSG00000163221,S100A12,0.0,0.0,0.009000000000000001,0.612,0.0,0.001,0.0,0.017,0.0,0.0,0.0,0.001,0.0,0.7609999999999999
ENSG00000163295,ALPI,0.0,0.003,0.006,0.002,0.002,0.003,0.004,0.0,0.002,0.001,0.012,0.172,0.002,0.0
ENSG00000163359,COL6A3,0.005,0.07400000000000001,6.617000000000001,0.013000000000000001,0.006,0.013999999999999999,0.009000000000000001,0.009000000000000001,0.009000000000000001,0.01,0.013999999999999999,0.051,0.055,0.02
ENSG00000163421,PROK2,0.009000000000000001,0.0,0.006,0.013000000000000001,0.0,0.08800000000000001,0.008,0.003,0.001,0.001,0.0,0.003,0.052000000000000005,0.0
ENSG00000163430,FSTL1,0.012,0.768,3.7460000000000004,0.006,0.004,0.003,0.011000000000000001,0.019,0.003,0.003,0.0,0.07400000000000001,0.002,0.027000000000000003
ENSG00000163431,LMOD1,0.0,0.036000000000000004,0.8909999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034,0.0,0.002
ENSG00000163435,ELF3,0.021,0.049,0.054000000000000006,0.061,0.044000000000000004,0.055999999999999994,0.05,0.033,0.038,0.069,0.057,1.609,0.045,0.107
ENSG00000163453,IGFBP7,0.425,44.306000000000004,19.75,0.2,0.064,0.079,0.091,0.21899999999999997,0.055,0.06,0.03,2.727,0.06,0.41600000000000004
ENSG00000163508,EOMES,1.365,0.005,0.003,0.005,0.003,0.021,0.161,0.002,0.006999999999999999,0.006999999999999999,0.015,0.005,0.002,0.002
ENSG00000163515,RETNLB,0.0,0.0,0.006999999999999999,0.006999999999999999,0.005,0.006,0.004,0.008,0.002,0.002,0.01,0.534,0.013000000000000001,0.051
ENSG00000163520,FBLN2,0.004,0.278,0.7090000000000001,0.011000000000000001,0.008,0.001,0.006,0.038,0.013000000000000001,0.005,0.033,0.032,0.002,0.002
ENSG00000163534,FCRL1,0.012,0.001,0.001,0.001,0.307,0.003,0.003,0.006,0.8,0.001,0.0,0.005,0.004,0.001
ENSG00000163563,MNDA,0.002,0.017,0.011000000000000001,2.2319999999999998,0.29,0.006999999999999999,0.012,1.8840000000000001,0.081,0.005,0.01,0.01,0.003,3.0860000000000003
ENSG00000163586,FABP1,0.043,0.057999999999999996,0.128,0.16399999999999998,0.126,0.131,0.127,0.11,0.085,0.11199999999999999,0.10400000000000001,8.689,0.09,0.22899999999999998
ENSG00000163599,CTLA4,0.038,0.027000000000000003,0.021,0.16399999999999998,0.031,0.506,0.132,0.165,0.053,0.294,0.031,0.06,2.718,0.02
ENSG00000163600,ICOS,0.124,0.037000000000000005,0.040999999999999995,0.081,0.042,1.5730000000000002,0.498,0.040999999999999995,0.102,0.53,0.201,0.156,2.033,0.006999999999999999
ENSG00000163629,PTPN13,0.013999999999999999,0.015,0.122,0.027999999999999997,0.008,0.316,0.037000000000000005,0.023,0.013000000000000001,0.07,0.0,0.026000000000000002,0.09699999999999999,0.0
ENSG00000163638,ADAMTS9,0.0,1.251,0.113,0.0,0.002,0.001,0.0,0.0,0.0,0.0,0.0,0.016,0.002,0.003
ENSG00000163661,PTX3,0.005,0.018000000000000002,0.44799999999999995,0.14300000000000002,0.001,0.0,0.001,0.039,0.0,0.001,0.0,0.009000000000000001,0.0,0.18600000000000003
ENSG00000163683,SMIM14,0.456,0.716,0.953,0.47700000000000004,5.0,0.149,0.192,0.7040000000000001,2.891,0.166,0.135,0.363,0.14800000000000002,0.32899999999999996
ENSG00000163687,DNASE1L3,0.013000000000000001,0.08199999999999999,0.035,3.397,0.046,0.009000000000000001,0.015,3.4219999999999997,0.17,0.01,0.015,0.026000000000000002,0.013000000000000001,4.118
ENSG00000163734,CXCL3,0.11599999999999999,0.166,2.758,5.865,0.013000000000000001,0.015,0.009000000000000001,0.187,0.013999999999999999,0.017,0.0,0.196,0.027000000000000003,4.72
ENSG00000163735,CXCL5,0.0,0.005,0.36200000000000004,0.23800000000000002,0.001,0.001,0.001,0.008,0.0,0.002,0.012,0.011000000000000001,0.0,0.024
ENSG00000163739,CXCL1,0.015,0.106,10.091000000000001,0.985,0.017,0.009000000000000001,0.015,0.040999999999999995,0.015,0.017,0.0,0.037000000000000005,0.013000000000000001,1.768
ENSG00000163751,CPA3,0.008,0.013000000000000001,0.0,0.001,0.002,0.003,0.002,0.012,0.006999999999999999,0.001,0.0,0.126,0.001,0.065
ENSG00000163762,TM4SF18,0.0,3.089,0.002,0.002,0.003,0.003,0.002,0.001,0.001,0.005,0.0,0.002,0.004,0.0
ENSG00000163898,LIPH,0.0,0.004,0.013999999999999999,0.009000000000000001,0.004,0.005,0.01,0.028999999999999998,0.006,0.006999999999999999,0.0,0.40399999999999997,0.006999999999999999,0.0
ENSG00000163993,S100P,0.004,0.001,0.008,0.012,0.001,0.01,0.006999999999999999,0.003,0.0,0.006999999999999999,0.0,0.28600000000000003,0.013999999999999999,0.06
ENSG00000164035,EMCN,0.006,3.47,0.13,0.006999999999999999,0.005,0.005,0.006,0.006,0.008,0.003,0.0,0.004,0.006,0.003
ENSG00000164056,SPRY1,1.172,6.046,1.496,0.14300000000000002,0.085,2.403,2.522,0.031,0.264,0.449,0.222,0.354,0.31,0.02
ENSG00000164107,HAND2,0.0,0.015,0.066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.057999999999999996,0.0,0.0
ENSG00000164120,HPGD,0.247,0.023,0.062,0.07400000000000001,0.011000000000000001,0.451,0.419,0.05,0.033,0.166,0.303,0.4,1.0659999999999998,0.019
ENSG00000164125,FAM198B,0.004,1.3230000000000002,1.298,0.32899999999999996,0.002,0.002,0.004,0.046,0.001,0.001,0.013000000000000001,0.009000000000000001,0.003,0.267
ENSG00000164161,HHIP,0.0,0.001,0.7659999999999999,0.0,0.0,0.002,0.001,0.0,0.002,0.001,0.0,0.001,0.0,0.003
ENSG00000164176,EDIL3,0.005,0.10099999999999999,4.875,0.005,0.002,0.003,0.006999999999999999,0.008,0.0,0.0,0.0,0.016,0.003,0.02
ENSG00000164266,SPINK1,0.019,0.033,0.057999999999999996,0.036000000000000004,0.031,0.034,0.04,0.017,0.025,0.053,0.047,2.285,0.028999999999999998,0.298
ENSG00000164292,RHOBTB3,0.317,0.10300000000000001,2.806,0.145,0.06,0.032,0.021,0.042,0.025,0.031,0.02,0.16699999999999998,0.008,0.0
ENSG00000164305,CASP3,0.645,0.22,0.149,0.154,0.11599999999999999,0.225,0.252,0.18,0.142,0.132,0.11800000000000001,0.442,0.225,0.0
ENSG00000164400,CSF2,0.395,0.076,0.040999999999999995,0.049,0.01,0.142,0.193,0.006,0.002,0.006,0.0,0.13699999999999998,0.001,0.0
ENSG00000164483,SAMD3,0.6709999999999999,0.004,0.011000000000000001,0.006,0.005,0.06,0.264,0.004,0.016,0.092,0.215,0.01,0.046,0.002
ENSG00000164512,ANKRD55,0.025,0.012,0.0,0.005,0.006,0.046,0.005,0.022000000000000002,0.016,0.21,0.036000000000000004,0.004,0.055,0.0
ENSG00000164611,PTTG1,0.183,0.098,0.172,0.209,0.166,0.195,0.253,0.433,0.159,0.09699999999999999,0.037000000000000005,0.335,0.52,1.058
ENSG00000164683,HEY1,0.013000000000000001,1.061,0.054000000000000006,0.022000000000000002,0.003,0.004,0.003,0.009000000000000001,0.004,0.002,0.0,0.015,0.002,0.005
ENSG00000164687,FABP5,0.45399999999999996,59.855,5.296,2.204,0.633,0.71,0.8340000000000001,1.889,0.361,0.312,0.271,0.735,0.7090000000000001,3.1660000000000004
ENSG00000164692,COL1A2,0.016,0.263,43.0,0.031,0.034,0.015,0.025,0.024,0.006999999999999999,0.022000000000000002,0.006,0.392,0.021,0.096
ENSG00000164694,FNDC1,0.0,0.003,1.022,0.0,0.0,0.0,0.001,0.001,0.005,0.0,0.0,0.003,0.0,0.0
ENSG00000164733,CTSB,0.16399999999999998,1.3090000000000002,2.795,8.705,0.32299999999999995,0.349,0.218,2.445,0.294,0.217,0.11699999999999999,0.43,0.593,11.436
ENSG00000164736,SOX17,0.006,2.119,0.001,0.0,0.001,0.004,0.003,0.001,0.003,0.0,0.0,0.001,0.002,0.005
ENSG00000164741,DLC1,0.005,1.27,0.8959999999999999,0.012,0.001,0.003,0.002,0.011000000000000001,0.0,0.004,0.011000000000000001,0.075,0.006999999999999999,0.003
ENSG00000164761,TNFRSF11B,0.008,0.048,0.35200000000000004,0.001,0.001,0.002,0.004,0.011000000000000001,0.0,0.006999999999999999,0.0,0.013000000000000001,0.002,0.004
ENSG00000164816,DEFA5,0.373,0.433,0.6859999999999999,0.9009999999999999,0.52,0.565,0.474,0.489,0.6609999999999999,0.9129999999999999,1.1159999999999999,12.392999999999999,0.5710000000000001,0.059000000000000004
ENSG00000164822,DEFA6,0.109,0.126,0.131,0.33,0.156,0.16699999999999998,0.124,0.11699999999999999,0.285,0.344,0.406,4.155,0.19399999999999998,0.012
ENSG00000164932,CTHRC1,0.003,1.133,5.471,0.02,0.006,0.004,0.005,0.008,0.001,0.011000000000000001,0.0,0.068,0.016,0.016
ENSG00000164949,GEM,0.10800000000000001,0.146,1.7830000000000001,0.11699999999999999,0.038,0.043,0.055999999999999994,0.163,0.008,0.034,0.037000000000000005,0.124,0.455,0.10099999999999999
ENSG00000165071,TMEM71,0.426,0.032,0.027000000000000003,0.11599999999999999,0.044000000000000004,0.57,0.5589999999999999,0.077,0.10400000000000001,0.364,0.504,0.113,0.094,0.158
ENSG00000165072,MAMDC2,0.0,0.004,0.8109999999999999,0.008,0.001,0.0,0.002,0.003,0.0,0.0,0.0,0.017,0.0,0.0
ENSG00000165092,ALDH1A1,0.012,0.606,0.547,0.295,0.01,0.02,0.025,0.027999999999999997,0.017,0.019,0.0,0.975,0.008,0.129
ENSG00000165124,SVEP1,0.004,0.008,0.7090000000000001,0.003,0.002,0.002,0.004,0.0,0.0,0.0,0.0,0.002,0.0,0.001
ENSG00000165215,CLDN3,0.037000000000000005,0.066,0.071,0.052000000000000005,0.049,0.052000000000000005,0.05,0.047,0.040999999999999995,0.095,0.057999999999999996,3.03,0.054000000000000006,0.0
ENSG00000165434,PGM2L1,0.126,0.461,0.157,0.039,0.075,0.19,0.12300000000000001,0.043,0.156,0.191,0.063,0.114,0.299,0.0
ENSG00000165457,FOLR2,0.004,0.005,0.004,0.485,0.079,0.002,0.003,0.012,0.018000000000000002,0.0,0.0,0.01,0.002,0.414
ENSG00000165507,C10orf10,0.012,2.805,0.825,0.008,0.005,0.003,0.005,0.073,0.009000000000000001,0.006,0.0,0.107,0.006,0.012
ENSG00000165810,BTNL9,0.018000000000000002,0.713,0.012,0.013000000000000001,0.06,0.012,0.013000000000000001,0.011000000000000001,0.02,0.01,0.0,0.006,0.02,0.002
ENSG00000165828,PRAP1,0.084,0.054000000000000006,0.033,0.078,0.084,0.10400000000000001,0.102,0.073,0.063,0.08900000000000001,0.187,6.947,0.046,0.002
ENSG00000165949,IFI27,0.046,22.455,6.276,0.314,0.079,0.14800000000000002,0.079,0.168,0.038,0.066,0.079,3.5069999999999997,0.08800000000000001,0.0
ENSG00000165996,HACD1,0.057,0.026000000000000002,0.044000000000000004,0.026000000000000002,0.004,0.013000000000000001,0.005,0.018000000000000002,0.008,0.025,0.008,0.026000000000000002,0.264,0.0
ENSG00000166126,AMN,0.019,0.017,0.025,0.011000000000000001,0.066,0.03,0.03,0.013000000000000001,0.048,0.026000000000000002,0.063,0.8140000000000001,0.013999999999999999,0.04
ENSG00000166143,PPP1R14D,0.002,0.001,0.0,0.003,0.005,0.006,0.004,0.011000000000000001,0.009000000000000001,0.004,0.0,0.33399999999999996,0.0,0.0
ENSG00000166147,FBN1,0.001,0.455,2.173,0.001,0.002,0.001,0.001,0.006,0.003,0.003,0.0,0.012,0.0,0.012
ENSG00000166165,CKB,0.0,0.034,0.561,0.079,0.006999999999999999,0.006,0.017,0.59,0.005,0.004,0.0,0.09300000000000001,0.004,0.11
ENSG00000166250,CLMP,0.0,0.002,1.439,0.001,0.001,0.013999999999999999,0.018000000000000002,0.0,0.005,0.017,0.013000000000000001,0.002,0.022000000000000002,0.0
ENSG00000166265,CYYR1,0.015,2.423,0.015,0.005,0.002,0.002,0.001,0.012,0.0,0.001,0.0,0.012,0.0,0.004
ENSG00000166292,TMEM100,0.0,0.718,0.489,0.001,0.001,0.001,0.005,0.001,0.001,0.0,0.0,0.005,0.0,0.004
ENSG00000166347,CYB5A,0.27399999999999997,2.269,1.567,0.371,0.264,0.213,0.265,0.574,0.307,0.22399999999999998,0.257,1.492,0.24,0.0
ENSG00000166444,ST5,0.006999999999999999,0.08900000000000001,1.209,0.046,0.002,0.001,0.002,0.025,0.006999999999999999,0.002,0.0,0.052000000000000005,0.004,0.006999999999999999
ENSG00000166482,MFAP4,0.0,0.016,7.395,0.006999999999999999,0.004,0.004,0.006,0.009000000000000001,0.0,0.006999999999999999,0.0,0.018000000000000002,0.001,0.025
ENSG00000166523,CLEC4E,0.006999999999999999,0.019,0.006999999999999999,2.023,0.008,0.003,0.005,0.308,0.0,0.002,0.0,0.002,0.006,0.363
ENSG00000166681,NGFRAP1,0.134,1.766,3.693,0.146,0.025,0.055999999999999994,0.044000000000000004,0.051,0.021,0.457,0.601,0.259,0.39299999999999996,0.0
ENSG00000166741,NNMT,0.012,2.883,7.106,0.033,0.013000000000000001,0.015,0.018000000000000002,0.008,0.008,0.006,0.013999999999999999,0.223,0.012,0.026000000000000002
ENSG00000166803,KIAA0101,0.36,0.14800000000000002,0.11900000000000001,0.14,0.065,0.057,0.069,0.659,0.061,0.027999999999999997,0.07200000000000001,0.517,0.11900000000000001,1.59
ENSG00000166825,ANPEP,0.027000000000000003,0.032,0.177,0.21600000000000003,0.019,0.027999999999999997,0.016,0.188,0.02,0.027000000000000003,0.027000000000000003,1.714,0.021,0.265
ENSG00000166866,MYO1A,0.006999999999999999,0.003,0.004,0.005,0.006999999999999999,0.005,0.009000000000000001,0.005,0.004,0.0,0.0,0.249,0.002,0.0
ENSG00000166920,C15orf48,0.11599999999999999,0.094,0.324,8.293,0.066,0.073,0.078,3.536,0.061,0.111,0.087,3.34,0.08900000000000001,0.0
ENSG00000166923,GREM1,0.10800000000000001,0.122,0.995,0.122,0.07200000000000001,0.091,0.11,0.12,0.087,0.086,0.081,0.076,0.08900000000000001,0.0
ENSG00000166927,MS4A7,0.009000000000000001,0.034,0.064,5.712999999999999,0.209,0.015,0.021,1.655,0.20199999999999999,0.015,0.0,0.015,0.027000000000000003,3.888
ENSG00000166959,MS4A8,0.003,0.001,0.001,0.004,0.003,0.006,0.006999999999999999,0.008,0.001,0.01,0.0,0.262,0.0,0.003
ENSG00000167244,IGF2,0.004,3.4530000000000003,0.281,0.002,0.0,0.002,0.003,0.002,0.0,0.0,0.0,0.003,0.004,0.0
ENSG00000167281,RBFOX3,0.028999999999999998,0.105,0.08900000000000001,0.276,0.025,0.038,0.035,0.114,0.036000000000000004,0.045,0.013000000000000001,0.015,0.052000000000000005,0.0
ENSG00000167414,GNG8,0.0,0.0,0.016,0.008,0.012,0.003,0.001,0.003,0.013999999999999999,0.022000000000000002,0.057,0.002,0.156,0.0
ENSG00000167434,CA4,0.013999999999999999,1.919,0.003,0.006,0.004,0.004,0.005,0.001,0.002,0.005,0.013999999999999999,0.04,0.005,0.016
ENSG00000167604,NFKBID,2.247,0.132,0.11599999999999999,1.048,2.004,0.55,0.6579999999999999,1.814,0.915,0.109,0.02,0.221,0.244,0.511
ENSG00000167614,TTYH1,0.019,0.022000000000000002,0.004,0.015,0.01,0.013000000000000001,0.013000000000000001,0.005,0.004,0.013000000000000001,0.0,0.037000000000000005,0.018000000000000002,0.0
ENSG00000167618,LAIR2,0.08199999999999999,0.004,0.001,0.018000000000000002,0.002,0.009000000000000001,0.009000000000000001,0.006,0.005,0.015,0.0,0.013000000000000001,0.425,0.0
ENSG00000167641,PPP1R14A,0.003,0.44299999999999995,2.6239999999999997,0.077,0.057,0.004,0.003,0.6579999999999999,0.053,0.006,0.0,0.11800000000000001,0.003,0.052000000000000005
ENSG00000167644,C19orf33,0.0,0.057,0.004,0.01,0.006999999999999999,0.013000000000000001,0.009000000000000001,0.019,0.004,0.016,0.0,0.47100000000000003,0.003,0.053
ENSG00000167748,KLK1,0.0,0.001,0.002,0.013000000000000001,0.379,0.005,0.003,0.003,0.037000000000000005,0.006999999999999999,0.022000000000000002,0.245,0.023,0.059000000000000004
ENSG00000167772,ANGPTL4,0.013000000000000001,0.121,0.9390000000000001,0.019,0.004,0.006,0.005,0.001,0.003,0.004,0.0,0.158,0.008,0.006
