NAME,NK.cells,endothelial.cells,fibroblasts,macrophages,memory.B.cells,memory.CD4.T.cells,memory.CD8.T.cells,myeloid.dendritic.cells,naive.B.cells,naive.CD4.T.cells,naive.CD8.T.cells,others,regulatory.T.cells,monocytes
ENSG00000187134,0.0,0.101,0.159,0.006999999999999999,0.001,0.004,0.002,0.004,0.0,0.006999999999999999,0.0,0.021,0.022,0.0
ENSG00000187193,0.6629999999999999,1.749,1.753,2.435,1.757,1.3259999999999998,2.737,0.684,0.208,1.858,0.649,1.388,2.54,1.017
ENSG00000187244,0.0,1.979,0.109,0.042,0.008,0.009000000000000001,0.008,0.032,0.01,0.005,0.0,0.039,0.011,0.033
ENSG00000187260,0.011,0.012,0.063,0.006,0.009000000000000001,0.039,0.053,0.006,0.005,0.034,0.0,0.047,0.001,0.0
ENSG00000187288,0.0,0.011,0.015,0.006999999999999999,0.008,0.006999999999999999,0.006,0.003,0.004,0.006999999999999999,0.0,0.16899999999999998,0.008,0.0
ENSG00000187474,0.0,0.01,0.001,1.14,0.001,0.002,0.005,0.211,0.001,0.001,0.0,0.002,0.001,1.283
ENSG00000187479,0.06,0.5539999999999999,2.136,0.08199999999999999,0.006,0.028,0.011,0.029,0.006,0.008,0.0,0.097,0.011,0.049
ENSG00000187498,0.0,3.891,1.836,0.009000000000000001,0.005,0.006999999999999999,0.01,0.005,0.002,0.005,0.009000000000000001,0.159,0.005,0.012
ENSG00000187513,0.006,0.624,0.0,0.0,0.001,0.001,0.0,0.009000000000000001,0.001,0.0,0.0,0.062,0.004,0.0
ENSG00000187601,0.099,0.388,0.568,0.071,0.08,0.266,0.125,0.046,0.126,0.414,0.322,0.17800000000000002,2.063,0.061
ENSG00000187608,1.244,3.015,1.703,3.0980000000000003,0.773,1.256,1.5119999999999998,1.584,0.79,0.974,1.162,1.4269999999999998,2.464,3.924
ENSG00000187908,0.005,0.025,0.004,0.029,0.008,0.014,0.01,0.015,0.002,0.033,0.0,0.475,0.018000000000000002,0.05
ENSG00000187955,0.0,0.009000000000000001,1.494,0.004,0.0,0.001,0.001,0.002,0.0,0.0,0.0,0.048,0.0,0.001
ENSG00000188175,0.0,0.004,0.004,0.006999999999999999,0.001,0.003,0.003,0.002,0.004,0.008,0.0,0.145,0.002,0.014
ENSG00000188257,0.025,0.02,1.867,0.043,0.029,0.032,0.019,0.022,0.024,0.036000000000000004,0.06,1.372,0.024,0.138
ENSG00000188290,0.13699999999999998,0.5529999999999999,0.64,0.456,0.052000000000000005,0.16699999999999998,0.09,0.32,0.053,0.092,0.043,0.152,0.29,1.161
ENSG00000188389,0.0,0.009000000000000001,0.01,0.017,0.037000000000000005,0.209,0.113,0.013,0.029,0.038,0.0,0.016,0.145,0.0
ENSG00000188404,0.816,0.127,0.04,0.29100000000000004,1.597,0.093,0.181,0.378,2.632,2.71,3.948,0.081,0.927,0.303
ENSG00000188536,0.006,0.008,0.013,0.024,0.06,0.136,0.041,0.113,0.006999999999999999,0.19,0.011,0.026,0.02,0.004
ENSG00000188549,0.01,0.099,0.06,0.01,0.006,0.004,0.005,0.006999999999999999,0.009000000000000001,0.011,0.012,0.027000000000000003,0.01,0.0
ENSG00000188643,0.015,3.499,1.342,0.022,0.01,0.01,0.018000000000000002,0.012,0.004,0.015,0.027000000000000003,0.5710000000000001,0.01,0.0
ENSG00000188820,0.3,0.151,0.111,7.362999999999999,0.748,0.134,0.194,4.93,1.577,0.101,0.049,0.101,0.044,6.409
ENSG00000189056,0.003,0.5329999999999999,0.001,0.0,0.0,0.001,0.002,0.005,0.0,0.0,0.0,0.012,0.0,0.0
ENSG00000189058,0.0,0.573,2.216,0.002,0.012,0.003,0.003,0.001,0.013,0.004,0.0,0.002,0.001,0.0
ENSG00000189129,0.0,0.21,2.141,0.009000000000000001,0.002,0.001,0.004,0.002,0.0,0.001,0.0,0.059,0.0,0.008
ENSG00000189143,0.028,0.047,0.065,0.075,0.042,0.061,0.054000000000000006,0.037000000000000005,0.052000000000000005,0.073,0.08199999999999999,1.7519999999999998,0.042,0.0
ENSG00000189171,0.229,5.77,5.97,0.227,0.038,0.026,0.031,0.098,0.031,0.025,0.058,0.315,0.034,0.244
ENSG00000189184,0.004,0.028,1.567,0.002,0.002,0.001,0.0,0.004,0.0,0.0,0.0,0.006999999999999999,0.002,0.004
ENSG00000189221,0.004,0.203,0.066,0.019,0.006,0.012,0.012,0.032,0.008,0.006,0.02,0.536,0.008,0.0
ENSG00000189334,0.008,0.022,0.03,0.017,0.008,0.01,0.011,0.027000000000000003,0.012,0.034,0.011,1.055,0.013,0.0
ENSG00000189409,0.198,0.006999999999999999,1.075,0.006,0.005,0.006,0.044,0.004,0.004,0.003,0.0,0.014,0.005,0.012
ENSG00000189430,0.722,0.0,0.0,0.002,0.001,0.002,0.018000000000000002,0.02,0.004,0.003,0.0,0.009000000000000001,0.006999999999999999,0.0
ENSG00000196126,0.746,10.991,0.821,52.155,16.0,0.259,0.8170000000000001,45.855,18.27,0.165,0.206,1.5630000000000002,0.88,0.0
ENSG00000196139,0.1,0.37,0.115,0.017,0.005,0.014,0.015,0.032,0.006999999999999999,0.033,0.046,0.5760000000000001,0.033,0.0
ENSG00000196154,1.999,1.672,4.9030000000000005,8.124,1.749,12.649,10.016,3.977,0.977,3.405,1.62,2.652,14.475,17.384
ENSG00000196159,0.0,0.171,0.5,0.0,0.001,0.0,0.0,0.0,0.002,0.0,0.0,0.001,0.0,0.0
ENSG00000196421,0.008,0.16,0.01,0.008,0.006999999999999999,0.059,0.129,0.0,0.002,0.016,0.0,0.077,0.027000000000000003,0.0
ENSG00000196502,0.062,0.049,0.199,0.278,0.04,0.028,0.035,0.11,0.009000000000000001,0.044,0.039,0.342,0.026,0.168
ENSG00000196549,0.0,0.005,0.118,0.006,0.006999999999999999,0.006999999999999999,0.016,0.002,0.025,0.008,0.054000000000000006,0.189,0.001,0.001
ENSG00000196611,0.006999999999999999,0.017,3.2460000000000004,0.056,0.006999999999999999,0.003,0.003,0.011,0.015,0.004,0.0,0.014,0.009000000000000001,0.149
ENSG00000196616,0.002,0.004,3.948,0.002,0.004,0.003,0.006999999999999999,0.001,0.0,0.002,0.0,0.005,0.005,0.005
ENSG00000196628,0.166,6.579,2.6180000000000003,0.292,1.0759999999999998,0.033,0.037000000000000005,0.206,0.6629999999999999,0.031,0.04,0.321,0.048,0.261
ENSG00000196735,0.146,0.6990000000000001,0.158,21.444000000000006,9.213,0.071,0.175,23.718000000000004,11.218,0.068,0.083,0.234,0.171,0.0
ENSG00000196781,1.012,0.302,0.38,0.067,0.5329999999999999,0.374,0.272,0.08900000000000001,0.5429999999999999,0.054000000000000006,0.046,0.466,0.041,0.0
ENSG00000196923,0.059,0.544,1.998,0.159,0.077,0.054000000000000006,0.062,0.226,0.056,0.041,0.026,0.07400000000000001,0.096,0.222
ENSG00000197057,0.954,0.028,0.02,0.022,0.019,0.378,0.897,0.023,0.048,0.063,0.006999999999999999,0.018000000000000002,0.481,0.0
ENSG00000197061,1.297,0.779,0.385,0.271,0.464,0.509,0.657,0.635,0.326,0.489,0.701,1.208,0.411,3.63
ENSG00000197121,0.042,0.092,0.163,0.017,0.094,0.077,0.076,0.019,0.055,0.165,0.162,0.058,0.197,0.0
ENSG00000197165,0.001,0.006,0.035,0.004,0.001,0.002,0.002,0.002,0.0,0.005,0.0,0.254,0.006,0.003
ENSG00000197249,0.01,0.014,0.008,1.665,0.014,0.016,0.01,0.28600000000000003,0.006,0.012,0.0,1.465,0.024,2.978
ENSG00000197253,0.005,0.022,0.042,0.02,0.019,0.012,0.023,0.049,0.015,0.03,0.0,0.997,0.008,0.0
ENSG00000197273,0.015,0.014,0.025,0.019,0.025,0.032,0.023,0.018000000000000002,0.019,0.12,0.0,2.314,0.01,0.016
ENSG00000197405,0.002,0.008,0.035,1.904,0.006,0.003,0.006,0.17600000000000002,0.008,0.002,0.0,0.004,0.01,1.045
ENSG00000197520,0.015,0.005,0.016,0.018000000000000002,0.299,0.001,0.002,0.006,0.54,0.003,0.0,0.024,0.005,0.0
ENSG00000197580,0.8809999999999999,0.1,0.196,0.085,0.07200000000000001,0.058,0.067,0.157,0.084,0.078,0.034,0.05,0.054000000000000006,0.0
ENSG00000197594,0.017,0.023,0.046,0.004,0.004,0.008,0.005,0.103,0.004,0.001,0.008,0.057,0.002,0.0
ENSG00000197614,0.004,0.156,0.8640000000000001,0.008,0.002,0.003,0.006,0.0,0.003,0.003,0.0,0.003,0.004,0.015
ENSG00000197629,0.004,0.008,0.011,2.305,0.242,0.005,0.009000000000000001,1.61,0.228,0.004,0.011,0.02,0.009000000000000001,2.343
ENSG00000197696,0.073,0.07,0.084,0.076,0.043,0.08800000000000001,0.042,0.063,0.055,0.023,0.0,0.055,0.256,0.044
ENSG00000197766,0.016,0.054000000000000006,27.471,1.834,0.025,0.035,0.07200000000000001,0.173,0.011,0.046,0.064,0.048,0.026,0.0
ENSG00000197888,0.0,0.004,0.003,0.008,0.019,0.013,0.008,0.012,0.034,0.009000000000000001,0.0,0.804,0.006999999999999999,0.027000000000000003
ENSG00000197956,1.644,19.603,31.735,10.782,1.864,5.7010000000000005,5.809,9.966,1.109,3.035,2.875,11.776,5.834,0.0
ENSG00000197992,0.006999999999999999,0.002,0.0,0.188,0.0,0.001,0.003,0.721,0.003,0.0,0.008,0.003,0.002,0.113
ENSG00000198074,0.001,0.012,0.004,0.004,0.001,0.006,0.008,0.01,0.003,0.006999999999999999,0.012,0.321,0.005,0.006999999999999999
ENSG00000198075,0.0,0.328,0.265,0.004,0.004,0.005,0.006999999999999999,0.012,0.006999999999999999,0.002,0.012,0.006,0.005,0.0
ENSG00000198106,0.031,0.046,0.024,0.087,0.236,0.009000000000000001,0.019,0.134,0.931,0.009000000000000001,0.0,0.016,0.018000000000000002,0.08
ENSG00000198121,0.008,0.0,0.522,0.01,0.001,0.001,0.001,0.02,0.0,0.002,0.0,0.036000000000000004,0.002,0.0
ENSG00000198223,0.03,0.021,0.035,1.215,0.016,0.017,0.019,2.5380000000000003,0.016,0.006999999999999999,0.056,0.014,0.015,0.498
ENSG00000198417,0.104,0.025,0.256,0.782,0.313,0.168,0.498,0.096,0.075,0.219,0.185,0.5820000000000001,0.47,0.297
ENSG00000198467,0.03,0.272,10.792,0.05,0.015,0.029,0.029,0.118,0.011,0.022,0.0,0.331,0.02,0.049
ENSG00000198502,0.231,1.527,0.118,8.361,2.136,0.038,0.16,7.707000000000002,1.913,0.02,0.017,0.308,0.135,14.205
ENSG00000198523,0.0,0.011,0.34700000000000003,0.002,0.0,0.006999999999999999,0.001,0.001,0.0,0.003,0.0,0.084,0.005,0.0
ENSG00000198574,0.951,0.0,0.002,0.0,0.001,0.0,0.003,0.002,0.0,0.0,0.0,0.039,0.0,0.0
ENSG00000198576,0.0,0.027000000000000003,0.981,0.012,0.003,0.006,0.006,0.006999999999999999,0.0,0.002,0.01,0.023,0.005,0.018000000000000002
ENSG00000198597,0.001,0.008,0.312,0.005,0.008,0.009000000000000001,0.005,0.006999999999999999,0.003,0.006999999999999999,0.0,0.026,0.006,0.003
ENSG00000198643,0.011,0.058,0.0,0.014,0.005,0.008,0.005,0.005,0.009000000000000001,0.006,0.02,0.511,0.015,0.0
ENSG00000198719,0.083,0.511,0.464,0.025,0.01,0.006,0.004,0.002,0.016,0.013,0.014,0.083,0.005,0.0
ENSG00000198814,0.075,0.044,0.14,0.8140000000000001,0.045,0.08199999999999999,0.034,0.69,0.08900000000000001,0.051,0.031,0.15,0.696,1.242
ENSG00000198848,0.0,0.002,0.334,0.048,0.006,0.005,0.015,0.006999999999999999,0.001,0.003,0.0,0.012,0.006,0.0
ENSG00000198947,0.0,0.021,0.471,0.015,0.034,0.004,0.003,0.065,0.038,0.002,0.0,0.052000000000000005,0.004,0.002
ENSG00000198959,0.005,0.584,0.444,0.108,0.05,0.003,0.004,0.045,0.005,0.014,0.011,0.059,0.002,0.255
ENSG00000203747,0.8,0.003,0.001,1.163,0.002,0.006,0.07,0.023,0.0,0.003,0.0,0.004,0.004,1.568
ENSG00000203780,0.012,0.017,0.02,0.011,0.005,0.005,0.001,0.004,0.008,0.006,0.0,0.008,0.486,0.0
ENSG00000203883,0.0,0.989,0.003,0.0,0.001,0.001,0.0,0.002,0.0,0.002,0.0,0.003,0.003,0.0
ENSG00000204103,0.034,0.246,0.565,3.605,0.006,0.006999999999999999,0.018000000000000002,0.588,0.006,0.008,0.0,0.041,0.012,1.699
ENSG00000204262,0.004,0.121,2.944,0.006999999999999999,0.004,0.002,0.002,0.003,0.006999999999999999,0.002,0.0,0.066,0.0,0.013
ENSG00000204287,1.659,14.592,1.744,152.316,60.256,0.6579999999999999,1.368,134.584,63.566,0.715,0.672,3.432,1.264,0.0
ENSG00000204291,0.032,4.254,1.5659999999999998,0.005,0.01,0.006999999999999999,0.006999999999999999,0.006,0.006,0.005,0.0,0.033,0.011,0.008
ENSG00000204301,0.075,2.378,0.023,0.055,0.047,0.014,0.024,0.07200000000000001,0.043,0.011,0.014,0.02,0.011,0.0
ENSG00000204323,0.0,0.015,0.001,0.006999999999999999,0.005,0.003,0.003,0.003,0.001,0.009000000000000001,0.0,0.078,0.0,0.009000000000000001
ENSG00000204381,0.049,0.626,0.196,0.014,0.005,0.019,0.047,0.028,0.019,0.02,0.025,0.038,0.353,0.002
ENSG00000204388,1.514,2.294,3.626,3.318,1.275,2.81,3.879,2.969,1.068,2.084,0.525,2.342,1.385,0.0
ENSG00000204389,1.61,4.989,8.089,7.193,1.546,1.851,2.786,5.006,0.875,1.717,0.376,2.821,1.895,0.0
ENSG00000204472,0.064,0.113,0.119,19.941,0.098,0.21600000000000005,0.7190000000000001,10.576,0.096,0.784,1.554,0.078,0.099,0.0
ENSG00000204475,0.518,0.014,0.022,0.023,0.517,0.119,0.502,0.018000000000000002,0.262,0.053,0.032,0.111,0.265,0.0
ENSG00000204482,0.244,0.067,0.09,7.877999999999999,0.259,0.463,0.354,6.542000000000002,0.35200000000000004,0.195,0.126,1.037,0.229,0.0
ENSG00000204616,0.0,0.009000000000000001,0.0,0.005,0.005,0.009000000000000001,0.008,0.013,0.005,0.004,0.014,0.113,0.005,0.0
ENSG00000205056,0.028,0.014,0.016,0.027000000000000003,0.75,0.014,0.01,0.031,1.585,0.01,0.0,0.033,0.008,0.0
ENSG00000205358,0.015,0.034,0.01,2.532,0.009000000000000001,0.013,0.023,0.022,0.015,0.018000000000000002,0.0,0.495,0.03,0.336
ENSG00000205362,0.0,0.096,0.262,0.225,0.006999999999999999,0.01,0.018000000000000002,0.012,0.002,0.019,0.021,0.075,0.025,0.0
ENSG00000205364,0.005,0.338,0.617,0.519,0.017,0.014,0.017,0.051,0.01,0.02,0.009000000000000001,0.322,0.023,0.118
ENSG00000205426,0.619,0.0,0.0,0.001,0.003,0.002,0.001,0.0,0.002,0.0,0.022,0.13699999999999998,0.0,0.0
ENSG00000205809,1.304,0.009000000000000001,0.027000000000000003,0.006,0.008,0.006,0.469,0.002,0.005,0.012,0.0,0.006999999999999999,0.006999999999999999,0.0
ENSG00000206172,0.005,0.002,0.006,0.014,0.017,0.062,0.012,0.045,0.003,0.061,0.0,0.012,0.006999999999999999,0.0
ENSG00000206579,0.014,0.015,0.014,0.006999999999999999,0.011,0.009000000000000001,0.008,0.003,0.004,0.006999999999999999,0.011,0.108,0.004,0.0
ENSG00000211445,0.008,0.557,4.282,0.141,0.006,0.011,0.011,0.071,0.008,0.001,0.0,0.17800000000000002,0.006,0.249
ENSG00000211448,0.0,0.001,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.001,0.0
ENSG00000211598,0.015,0.084,0.118,0.099,0.06,0.035,0.039,0.042,0.087,0.032,0.043,1.385,0.041,0.0
ENSG00000211625,0.006,0.006999999999999999,0.009000000000000001,0.003,0.003,0.002,0.002,0.001,0.0,0.002,0.019,0.053,0.003,0.0
ENSG00000211637,0.0,0.013,0.08900000000000001,0.011,0.017,0.003,0.01,0.013,0.006999999999999999,0.008,0.0,0.522,0.008,0.0
ENSG00000211638,0.0,0.003,0.006999999999999999,0.149,0.005,0.005,0.005,0.012,0.009000000000000001,0.003,0.019,0.244,0.022,0.0
ENSG00000211639,0.002,0.004,0.008,0.004,0.004,0.014,0.005,0.0,0.002,0.0,0.0,0.182,0.0,0.0
ENSG00000211640,0.029,0.021,0.149,0.033,0.062,0.012,0.009000000000000001,0.026,0.029,0.016,0.034,2.019,0.026,0.0
ENSG00000211642,0.0,0.005,0.025,0.004,0.011,0.006999999999999999,0.005,0.003,0.031,0.004,0.0,0.423,0.002,0.0
ENSG00000211644,0.026,0.041,0.045,0.021,0.045,0.018000000000000002,0.015,0.097,0.036000000000000004,0.012,0.013,1.649,0.027000000000000003,0.0
ENSG00000211648,0.01,0.002,0.018000000000000002,0.004,0.018000000000000002,0.005,0.006,0.006,0.023,0.004,0.0,0.7509999999999999,0.002,0.0
ENSG00000211649,0.008,0.001,0.009000000000000001,0.01,0.021,0.008,0.008,0.003,0.012,0.004,0.0,0.353,0.006,0.0
ENSG00000211650,0.0,0.004,0.006999999999999999,0.002,0.01,0.004,0.006,0.006999999999999999,0.011,0.006,0.0,0.337,0.011,0.0
ENSG00000211651,0.004,0.001,0.006999999999999999,0.008,0.005,0.004,0.001,0.013,0.014,0.005,0.008,0.11,0.004,0.0
ENSG00000211652,0.01,0.004,0.021,0.006,0.017,0.003,0.004,0.006,0.012,0.002,0.0,0.7190000000000001,0.01,0.0
ENSG00000211653,0.015,0.023,0.032,0.034,0.08,0.013,0.016,0.032,0.112,0.011,0.0,2.256,0.022,0.0
ENSG00000211654,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.011,0.0,0.0,0.08800000000000001,0.0,0.0
ENSG00000211655,0.0,0.0,0.002,0.003,0.0,0.003,0.0,0.003,0.006,0.0,0.0,0.051,0.001,0.0
ENSG00000211659,0.005,0.01,0.059,0.006,0.027000000000000003,0.002,0.003,0.016,0.018000000000000002,0.003,0.0,0.192,0.006999999999999999,0.0
ENSG00000211660,0.038,0.01,0.049,0.024,0.035,0.012,0.012,0.018000000000000002,0.036000000000000004,0.014,0.01,0.951,0.015,0.0
ENSG00000211662,0.008,0.022,0.149,0.026,0.054000000000000006,0.014,0.018000000000000002,0.14,0.049,0.012,0.0,1.346,0.019,0.0
ENSG00000211663,0.034,0.008,0.024,0.035,0.046,0.006999999999999999,0.008,0.026,0.047,0.003,0.018000000000000002,0.953,0.019,0.0
ENSG00000211664,0.0,0.005,0.012,0.009000000000000001,0.006999999999999999,0.004,0.003,0.002,0.005,0.005,0.0,0.126,0.003,0.0
ENSG00000211666,0.005,0.014,0.062,0.008,0.047,0.01,0.017,0.013,0.04,0.019,0.013,1.083,0.018000000000000002,0.0
ENSG00000211668,0.025,0.021,0.015,0.018000000000000002,0.032,0.01,0.008,0.02,0.044,0.011,0.0,1.151,0.022,0.0
ENSG00000211669,0.0,0.0,0.013,0.001,0.006999999999999999,0.002,0.001,0.001,0.006,0.0,0.0,0.207,0.0,0.0
ENSG00000211670,0.001,0.013,0.013,0.005,0.013,0.006,0.0,0.002,0.015,0.002,0.0,0.189,0.004,0.0
ENSG00000211673,0.03,0.042,0.103,0.07200000000000001,0.081,0.016,0.015,0.032,0.097,0.023,0.01,2.077,0.03,0.0
ENSG00000211678,0.0,0.0,0.0,0.002,0.004,0.0,0.001,0.001,0.0,0.001,0.0,0.07400000000000001,0.001,0.0
ENSG00000211685,0.091,0.118,0.233,0.149,0.35100000000000003,0.08199999999999999,0.098,0.132,0.31,0.219,0.113,8.378,0.138,0.0
ENSG00000211689,0.99,0.02,0.014,0.045,0.011,0.172,0.988,0.043,0.024,0.086,0.021,0.07,0.036000000000000004,0.0
ENSG00000211694,0.08800000000000001,0.002,0.001,0.003,0.003,0.055,0.103,0.0,0.004,0.02,0.0,0.003,0.004,0.0
ENSG00000211695,0.459,0.0,0.002,0.0,0.002,0.012,0.062,0.003,0.002,0.001,0.0,0.019,0.003,0.0
ENSG00000211751,3.176,0.252,0.294,0.41,0.298,7.572999999999999,5.965,0.232,0.484,5.377000000000002,4.473,1.156,10.974,0.0
ENSG00000211778,0.0,0.006,0.0,0.005,0.0,0.073,0.067,0.001,0.003,0.068,0.054000000000000006,0.004,0.129,0.0
ENSG00000211829,5.746,0.022,0.046,0.018000000000000002,0.015,0.092,1.628,0.028,0.026,0.217,0.21600000000000005,0.257,0.08800000000000001,0.0
ENSG00000211892,0.224,0.395,1.605,0.488,0.364,0.237,0.322,0.281,0.193,0.224,0.23,14.8,0.281,0.0
ENSG00000211893,0.82,0.509,1.5519999999999998,1.055,0.685,0.152,0.226,0.4270000000000001,0.575,0.299,0.174,38.461,0.403,0.0
ENSG00000211896,0.958,0.7809999999999999,2.604,1.389,1.763,0.247,0.398,0.7909999999999999,0.6679999999999999,0.411,0.29100000000000004,41.805,0.591,0.0
ENSG00000211897,0.42,1.546,2.441,1.838,1.289,0.3,0.474,0.8740000000000001,0.67,0.557,0.281,41.249,0.93,0.0
ENSG00000211898,0.02,0.008,0.019,0.012,0.253,0.002,0.006999999999999999,0.014,4.452,0.008,0.0,0.249,0.004,0.0
ENSG00000211933,0.0,0.001,0.008,0.006999999999999999,0.008,0.005,0.003,0.008,0.003,0.005,0.0,0.14,0.003,0.0
ENSG00000211934,0.012,0.013,0.015,0.017,0.011,0.013,0.011,0.01,0.014,0.015,0.014,0.079,0.011,0.0
ENSG00000211935,0.005,0.005,0.006,0.002,0.006999999999999999,0.006999999999999999,0.008,0.004,0.005,0.005,0.0,0.053,0.008,0.0
ENSG00000211937,0.0,0.006,0.002,0.004,0.004,0.008,0.005,0.005,0.003,0.002,0.019,0.047,0.005,0.0
ENSG00000211938,0.027000000000000003,0.022,0.029,0.029,0.037000000000000005,0.019,0.011,0.033,0.018000000000000002,0.022,0.017,0.191,0.025,0.0
ENSG00000211941,0.0,0.006,0.006999999999999999,0.01,0.003,0.002,0.003,0.002,0.004,0.001,0.0,0.039,0.004,0.0
ENSG00000211943,0.051,0.02,0.034,0.026,0.023,0.019,0.012,0.022,0.032,0.009000000000000001,0.0,0.151,0.024,0.0
ENSG00000211945,0.004,0.008,0.005,0.008,0.008,0.005,0.006999999999999999,0.013,0.014,0.006999999999999999,0.0,0.051,0.002,0.0
ENSG00000211947,0.006,0.006999999999999999,0.011,0.013,0.006999999999999999,0.009000000000000001,0.011,0.008,0.013,0.006,0.026,0.065,0.013,0.0
ENSG00000211949,0.022,0.021,0.049,0.04,0.02,0.024,0.019,0.028,0.025,0.015,0.016,0.175,0.019,0.0
ENSG00000211950,0.022,0.01,0.002,0.033,0.023,0.006,0.006999999999999999,0.012,0.028,0.003,0.0,0.626,0.002,0.0
ENSG00000211959,0.003,0.006,0.043,0.011,0.018000000000000002,0.006,0.005,0.012,0.015,0.017,0.009000000000000001,0.087,0.016,0.0
ENSG00000211962,0.009000000000000001,0.018000000000000002,0.013,0.009000000000000001,0.013,0.008,0.004,0.009000000000000001,0.01,0.003,0.0,0.042,0.013,0.0
ENSG00000211965,0.006,0.006,0.005,0.003,0.003,0.002,0.004,0.006,0.0,0.006999999999999999,0.018000000000000002,0.047,0.004,0.0
ENSG00000211966,0.016,0.013,0.012,0.009000000000000001,0.014,0.009000000000000001,0.01,0.016,0.008,0.009000000000000001,0.031,0.067,0.011,0.0
ENSG00000213088,0.005,8.054,0.023,0.009000000000000001,0.012,0.006999999999999999,0.01,0.005,0.011,0.01,0.0,0.006,0.006,0.0
ENSG00000213160,0.187,0.053,1.231,0.006999999999999999,0.006,0.009000000000000001,0.022,0.009000000000000001,0.003,0.02,0.012,0.055,0.008,0.0
ENSG00000213809,0.105,0.005,0.006999999999999999,0.008,0.008,0.006999999999999999,0.121,0.008,0.006,0.009000000000000001,0.034,0.003,0.005,0.0
ENSG00000213853,0.039,2.8280000000000003,1.5519999999999998,0.103,0.016,0.016,0.023,0.065,0.016,0.024,0.011,0.293,0.023,0.0
ENSG00000214029,0.113,0.108,0.091,0.026,0.17800000000000002,0.097,0.133,0.046,0.265,0.14,0.215,0.038,0.079,0.0
ENSG00000214456,0.0,0.434,0.018000000000000002,0.008,0.015,0.012,0.015,0.014,0.009000000000000001,0.01,0.018000000000000002,0.012,0.016,0.0
ENSG00000214548,0.005,0.031,4.543,0.002,0.002,0.002,0.003,0.005,0.002,0.0,0.0,0.014,0.005,0.015
ENSG00000215788,0.059,0.127,0.022,0.038,0.024,0.513,0.261,0.042,0.049,0.305,0.328,0.246,0.654,0.014
ENSG00000216490,0.017,0.027000000000000003,0.028,3.956,0.273,0.035,0.041,5.731,0.121,0.01,0.023,0.11,0.057,2.504
ENSG00000218357,0.003,0.002,0.0,0.004,0.001,0.084,0.024,0.0,0.002,0.006,0.0,0.004,0.006999999999999999,0.0
ENSG00000221869,1.588,2.274,3.588,5.122999999999998,0.022,0.436,0.276,4.921,0.016,0.041,0.025,0.403,0.08199999999999999,2.088
ENSG00000221946,0.06,0.009000000000000001,0.004,0.0,0.037000000000000005,0.026,0.024,0.008,0.051,0.08800000000000001,0.07,0.012,0.026,0.0
ENSG00000222037,0.018000000000000002,0.025,0.064,0.043,0.07,0.006999999999999999,0.017,0.014,0.129,0.012,0.009000000000000001,3.301,0.02,0.0
ENSG00000223350,0.003,0.003,0.0,0.0,0.006,0.0,0.001,0.002,0.0,0.002,0.0,0.08,0.0,0.0
ENSG00000223865,1.188,5.017,0.725,56.297,22.494,0.418,1.319,62.86,25.811,0.413,0.799,0.7829999999999999,1.094,0.0
ENSG00000224041,0.002,0.004,0.003,0.004,0.005,0.003,0.002,0.003,0.004,0.002,0.0,0.092,0.005,0.0
ENSG00000224137,0.014,0.002,0.016,0.051,1.59,0.004,0.002,0.128,1.017,0.004,0.0,0.012,0.001,0.0
ENSG00000224259,0.016,0.013,0.253,0.01,0.01,0.008,0.012,0.025,0.009000000000000001,0.004,0.027000000000000003,0.295,0.006999999999999999,0.0
ENSG00000224397,0.0,0.002,0.006999999999999999,0.529,0.0,0.0,0.0,0.125,0.0,0.004,0.0,0.001,0.002,0.0
ENSG00000224420,0.0,0.445,0.0,0.001,0.004,0.0,0.003,0.003,0.002,0.002,0.0,0.002,0.002,0.002
ENSG00000224650,0.021,0.006,0.02,0.029,0.016,0.008,0.012,0.016,0.017,0.005,0.0,0.08199999999999999,0.009000000000000001,0.0
ENSG00000225383,0.0,0.004,1.443,0.002,0.001,0.0,0.002,0.0,0.0,0.001,0.0,0.002,0.001,0.004
ENSG00000225698,0.031,0.015,0.026,0.015,0.013,0.008,0.006,0.006999999999999999,0.015,0.006,0.013,0.055,0.006,0.0
ENSG00000225783,0.107,0.113,0.041,0.056,0.235,0.274,0.629,0.023,0.052000000000000005,0.211,0.135,0.133,0.8079999999999999,0.021
ENSG00000225969,0.0,0.029,0.002,0.006999999999999999,0.006,0.006,0.012,0.02,0.004,0.0,0.0,0.259,0.006,0.0
ENSG00000226179,0.239,0.232,0.406,0.14,0.183,0.181,0.265,0.121,0.16,0.204,0.247,0.086,0.139,0.0
ENSG00000226777,0.086,0.021,0.024,0.017,0.908,0.011,0.03,0.016,0.9,0.021,0.015,0.448,0.033,0.0
ENSG00000226979,0.054000000000000006,0.002,0.0,0.006999999999999999,0.098,0.052000000000000005,0.037000000000000005,0.005,0.165,0.053,0.133,0.017,0.16,0.0
ENSG00000227191,0.37,0.04,0.034,0.062,0.021,0.503,2.221,0.028,0.046,0.16399999999999998,0.116,0.049,0.07,0.0
ENSG00000228495,0.009000000000000001,0.29100000000000004,0.004,0.001,0.024,0.0,0.001,0.002,0.086,0.0,0.0,0.001,0.001,0.0
